"siteid","spid","x","y","occ","group","bc01","bc04","bc05","bc06","bc12","bc15","bc17","bc20","bc31","bc33","slope","topo","tri"
100195,"pseudo1",314375.8252,8208487.848,0,NA,23.2,0.85,30.1,15.1,2413,88,136,18.5,41,0.29,0,100,258.6909
100196,"pseudo1",360775.8252,8001447.848,0,NA,21.7,1.01,30.4,11.6,1678,86,120,19,35,0.37,27.29119,46,850.722
100197,"pseudo1",374055.8252,7972007.848,0,NA,20.5,1.05,29.3,10.7,1629,89,119,19.1,33,0.39,28.54839,72,582.6389
100198,"pseudo1",363815.8252,7997767.848,0,NA,19.4,1.05,28.4,9.8,2110,76,179,18.6,19,0.63,18.66044,47,689.7398
100199,"pseudo1",367175.8252,8045207.848,0,NA,20.8,0.97,29.3,11.5,3020,70,264,18,11,0.79,5.332741,29,214.9372
100200,"pseudo1",377095.8252,8028087.848,0,NA,21.3,0.97,29.6,12.1,2948,74,252,18,12,0.76,43.94094,49,909.7433
100201,"pseudo1",399095.8252,7935127.848,0,NA,24,1,32.1,13.7,1782,100,88,19,49,0.22,0.9045157,59,20.42058
100202,"pseudo1",370775.8252,8031207.848,0,NA,23.5,0.94,31.5,13.7,3394,74,296,17.8,15,0.72,6.204537,0,231.683
100203,"pseudo1",371255.8252,8065287.848,0,NA,22.3,0.93,30.3,13.2,3273,75,267,17.9,15,0.71,6.401474,0,591.8809
100204,"pseudo1",309335.8252,8263207.848,0,NA,23.4,0.82,30.1,16,1815,100,72,19.1,58,0.14,10.37757,100,409.7072
100205,"pseudo1",321975.8252,8209047.848,0,NA,23.5,0.83,30.2,15.8,2903,85,180,18.3,33,0.38,9.412662,28,169.334
100206,"pseudo1",361015.8252,8078087.848,0,NA,19.6,0.96,28.1,10.7,2718,69,229,18.1,15,0.72,3.898685,77,203.165
100207,"pseudo1",408855.8252,7923687.848,0,NA,24,1.01,32,13.7,1806,103,83,19,50,0.21,0,50,0
100208,"pseudo1",312775.8252,8303127.848,0,NA,23.9,0.74,30.5,17.1,1867,100,74,19.1,57,0.14,23.58003,42,838.2542
100209,"pseudo1",470615.8252,7855207.848,0,NA,23.8,1.04,31.5,13.3,927,109,37,19.8,77,0.08,0.2020469,43,6.928203
100210,"pseudo1",380215.8252,8067287.848,0,NA,23.4,0.89,31,14.5,3585,77,284,17.8,16,0.7,0,50,0
100211,"pseudo1",339255.8252,8145367.848,0,NA,21.7,0.91,29.7,12.4,1460,99,69,19.3,56,0.16,8.576626,50,272.0772
100212,"pseudo1",424535.8252,7888247.848,0,NA,21.2,1.08,29.9,11.3,1338,104,61,19.4,52,0.18,14.33281,25,566.1784
100213,"pseudo1",315015.8252,8184647.848,0,NA,17.7,0.96,26.1,9.7,2798,78,221,18.1,16,0.7,27.89232,46,635.4691
100214,"pseudo1",295175.8252,8277527.848,0,NA,24.1,0.8,30.9,16.4,1545,107,46,19.4,69,0.09,0,50,224.4683
100215,"pseudo1",387815.8252,7917607.848,0,NA,22.8,1.06,31.5,12.2,1204,102,54,19.6,60,0.14,27.74992,33,673.1679
100216,"pseudo1",361735.8252,8052167.848,0,NA,20.2,0.98,28.8,10.9,2968,68,262,18,10,0.8,6.283234,0,472.8964
100217,"pseudo1",367415.8252,7975447.848,0,NA,20.7,1.05,29.7,10.8,1440,91,102,19.3,39,0.32,8.569995,55,467.8803
100218,"pseudo1",316295.8252,8262727.848,0,NA,20.3,0.87,27.5,13.2,2968,81,247,18.1,23,0.57,21.67626,94,1483.099
100219,"pseudo1",365735.8252,8132327.848,0,NA,23.6,0.83,30.6,15.5,2136,93,116,18.7,45,0.25,20.90596,0,881.3972
100220,"pseudo1",402295.8252,7950967.848,0,NA,23.4,0.9899999,31.4,13.6,1960,97,103,18.9,43,0.27,15.93159,17,829.5776
100221,"pseudo1",301975.8252,8292327.848,0,NA,24.9,0.73,31.5,17.7,1630,105,50,19.3,67,0.09999999,0.5569931,0,22.60531
100222,"pseudo1",391495.8252,7917287.848,0,NA,23.1,1.05,31.7,12.5,1313,103,59,19.5,59,0.15,11.77182,7,655.248
100223,"pseudo1",371655.8252,7980727.848,0,NA,19.3,1.06,28.3,9.8,2062,80,169,18.6,20,0.6,14.79265,29,446.6844
100224,"pseudo1",338535.8252,8074167.848,0,NA,18.5,1,27.5,9.2,1902,76,147,18.7,23,0.56,26.68954,76,768.4959
100225,"pseudo1",324215.8252,8170647.848,0,NA,23,0.86,30.3,14.3,1584,100,69,19.2,59,0.14,16.49748,38,627.2942
100226,"pseudo1",316935.8252,8180167.848,0,NA,18.2,0.96,26.5,10,2560,80,194,18.3,21,0.61,21.2276,78,1442.118
100227,"pseudo1",377335.8252,8095767.848,0,NA,21,0.9,28.9,12.8,3064,74,232,18,18,0.65,18.67965,0,1458.166
100228,"pseudo1",352295.8252,8128087.848,0,NA,21.8,0.9,29.8,12.6,1644,95,85,19.1,50,0.2,13.61029,49,287.901
100229,"pseudo1",321095.8252,8223687.848,0,NA,21.3,0.88,28.5,13.7,2459,85,167,18.5,33,0.39,48.07004,39,1274.842
100230,"pseudo1",346695.8252,8045687.848,0,NA,18.1,1.03,27.2,8.900001,2443,72,199,18.3,12,0.76,20.4259,16,256.9124
100231,"pseudo1",274855.8252,8186647.848,0,NA,21.4,0.96,29.7,11.5,957,109,26,19.9,79,0.06,15.51501,14,551.3229
100232,"pseudo1",485975.8252,7841527.848,0,NA,23.7,1.06,31.7,12.8,944,107,41,19.8,76,0.09,1.574511,1,67.80118
100233,"pseudo1",360215.8252,8131447.848,0,NA,24,0.83,31.1,15.6,1969,97,95,18.9,52,0.2,19.85395,7,1051.132
100234,"pseudo1",377895.8252,7973367.848,0,NA,19.8,1.06,28.7,10.3,1922,84,150,18.8,25,0.51,14.20504,72,436.7654
100235,"pseudo1",399575.8252,7908647.848,0,NA,20.7,1.09,29.7,10.7,1223,102,61,19.5,51,0.19,18.30552,17,696.1365
100236,"pseudo1",413895.8252,7937207.848,0,NA,24,0.98,31.7,14.1,1932,100,97,18.9,46,0.25,0.1125996,12,4.582576
100237,"pseudo1",327255.8252,8188247.848,0,NA,24.5,0.79,31,16.8,2544,91,136,18.5,42,0.28,0,50,0
100238,"pseudo1",411175.8252,7921767.848,0,NA,24,1.01,32,13.8,1820,104,82,19,50,0.21,0.2175544,94,401.2244
100239,"pseudo1",308935.8252,8267847.848,0,NA,23.8,0.8,30.5,16.5,1752,102,65,19.2,61,0.13,5.137854,10,198.6731
100240,"pseudo1",387895.8252,7950327.848,0,NA,22.9,1.02,31.2,12.7,1660,98,86,19.1,47,0.24,32.30452,100,1272.773
100241,"pseudo1",357815.8252,8098327.848,0,NA,20.2,0.93,28.6,11.3,1806,87,113,18.9,36,0.35,8.459362,31,101.099
100242,"pseudo1",298055.8252,8226327.848,0,NA,22.6,0.91,29.7,14.1,1722,98,74,19.1,57,0.15,3.490214,0,158.3351
100243,"pseudo1",393975.8252,7920647.848,0,NA,23.4,1.04,31.8,12.8,1457,103,66,19.3,56,0.17,15.70251,100,525.69
100244,"pseudo1",342775.8252,8059767.848,0,NA,18.2,1.02,27.3,9,2257,72,187,18.4,15,0.71,5.560786,100,260.3056
100245,"pseudo1",371575.8252,7923207.848,0,NA,21,1.11,30.3,10.5,1052,96,57,19.8,55,0.17,5.381204,0,300.4164
100246,"pseudo1",435975.8252,7871367.848,0,NA,20.9,1.1,29.8,11,1302,105,58,19.4,53,0.18,12.58451,94,416.4517
100247,"pseudo1",394215.8252,8021207.848,0,NA,23.5,0.93,31.1,14.4,3408,77,261,17.9,16,0.69,1.746185,1,52.56425
100248,"pseudo1",365175.8252,7935447.848,0,NA,20.5,1.11,29.9,10.1,1164,93,71,19.6,48,0.22,9.71174,43,162.8803
100249,"pseudo1",318455.8252,8224487.848,0,NA,23.1,0.84,29.9,15.5,2512,89,142,18.5,40,0.3,5.931636,0,189.3013
100250,"pseudo1",319335.8252,8195367.848,0,NA,23.4,0.84,30.3,15.3,2405,89,135,18.5,41,0.29,11.67057,38,244.7366
100251,"pseudo1",351655.8252,8079207.848,0,NA,19.9,0.97,28.6,10.5,1872,77,137,18.7,29,0.46,9.644715,50,93.74433
100252,"pseudo1",357415.8252,8085607.848,0,NA,19.8,0.95,28.4,10.8,2103,77,157,18.6,26,0.51,9.230091,67,138.2859
100253,"pseudo1",313815.8252,8201687.848,0,NA,22.3,0.88,29.5,14,2011,90,111,18.8,45,0.24,17.51314,100,949.9926
100254,"pseudo1",336295.8252,8052567.848,0,NA,18.8,1.02,27.9,9.1,1532,81,106,19.1,30,0.44,36.63523,35,380.1618
100255,"pseudo1",445495.8252,7884647.848,0,NA,24,1.01,31.6,13.8,1295,108,51,19.4,65,0.13,0,50,21.09502
100256,"pseudo1",371175.8252,8022967.848,0,NA,23.5,0.95,31.5,13.6,3353,74,293,17.8,14,0.71,13.39795,98,429.0653
100257,"pseudo1",266375.8252,8205287.848,0,NA,21.2,0.96,29.4,11.5,1051,108,29,19.8,76,0.07,50.43078,64,640.8253
100258,"pseudo1",478375.8252,7866807.848,0,NA,23.9,1,31.1,14,1070,109,43,19.6,72,0.09999999,0.4055633,29,11.74734
100259,"pseudo1",275175.8252,8192087.848,0,NA,20,0.97,28.6,10.6,1319,98,60,19.4,58,0.15,40.12491,47,651.9755
100260,"pseudo1",369255.8252,8127607.848,0,NA,24.4,0.8,31.2,16.5,2205,93,113,18.7,47,0.23,0.07022531,12,3.741657
100261,"pseudo1",374375.8252,8094327.848,0,NA,19.9,0.92,28,11.7,3041,73,243,18,14,0.73,40.13993,0,1423.757
100262,"pseudo1",421815.8252,7919527.848,0,NA,24,0.9899999,31.8,14,1857,104,83,18.9,49,0.22,0.3761163,92,10.63015
100263,"pseudo1",342855.8252,8058567.848,0,NA,18.3,1.02,27.4,9.1,2186,73,179,18.5,17,0.68,2.675786,0,230.1217
100264,"pseudo1",339735.8252,8083127.848,0,NA,20,0.98,29,10.1,1420,86,84,19.2,42,0.27,0,50,1.732051
100265,"pseudo1",345895.8252,8129127.848,0,NA,22.2,0.91,30.4,12.6,1367,103,59,19.4,61,0.13,2.773632,19,85.13519
100266,"pseudo1",393095.8252,7937927.848,0,NA,23.9,1.01,32.1,13.5,1719,100,86,19.1,50,0.21,12.08355,35,236.3535
100267,"pseudo1",374375.8252,8040567.848,0,NA,20.6,0.97,28.9,11.6,3250,70,289,17.9,7,0.86,44.32973,36,1225.301
100268,"pseudo1",379015.8252,7993607.848,0,NA,20.6,1.02,29.2,11.2,2074,83,168,18.6,24,0.52,19.60031,75,876.3498
100269,"pseudo1",312695.8252,8188647.848,0,NA,19.8,0.94,27.8,11.2,1947,87,126,18.8,36,0.34,19.98359,11,998.2499
100270,"pseudo1",382135.8252,8073927.848,0,NA,23,0.89,30.5,14.3,3787,76,303,17.7,12,0.77,26.68026,100,806.4397
100271,"pseudo1",354215.8252,8141047.848,0,NA,22.6,0.87,30.1,14,1960,93,108,18.9,46,0.24,0,100,75.47185
100272,"pseudo1",448455.8252,7884167.848,0,NA,24,1.01,31.5,13.9,1283,107,51,19.4,65,0.12,0.382124,50,16.34014
100273,"pseudo1",454775.8252,7866167.848,0,NA,23.8,1.03,31.5,13.3,1035,108,40,19.7,73,0.09999999,0.4870334,3,29.3087
100274,"pseudo1",328855.8252,8069367.848,0,NA,19.5,1,28.6,9.400001,1283,86,76,19.4,42,0.27,6.221594,14,191.2459
100275,"pseudo1",401895.8252,7947687.848,0,NA,22.5,1.01,30.7,12.8,1883,98,98,19,42,0.28,12.39147,30,452.6853
100276,"pseudo1",388055.8252,7949447.848,0,NA,22.3,1.03,30.8,12.3,1603,98,85,19.2,46,0.25,34.95834,62,983.1953
100277,"pseudo1",368695.8252,7985447.848,0,NA,20.7,1.04,29.5,10.9,1569,89,117,19.1,35,0.37,0,50,104.7234
100278,"pseudo1",428215.8252,7945287.848,0,NA,23.9,0.96,31.4,14.5,1992,97,105,18.8,43,0.27,0,29,1
100279,"pseudo1",376615.8252,8054327.848,0,NA,22.7,0.93,30.5,13.6,3336,77,273,17.9,14,0.72,3.487405,37,101.6661
100280,"pseudo1",398855.8252,8046727.848,0,NA,23.5,0.9,30.8,14.9,3350,77,245,17.9,18,0.65,0.727345,0,29.86637
100281,"pseudo1",472055.8252,7845847.848,0,NA,23.7,1.06,31.7,12.8,895,107,38,19.9,78,0.09,0.4638292,32,18.60108
100282,"pseudo1",386935.8252,7964647.848,0,NA,22.9,1,31.2,12.9,1799,97,95,19,43,0.27,28.22901,54,1185.337
100283,"pseudo1",303175.8252,8224247.848,0,NA,22.6,0.89,29.6,14.3,1896,95,90,18.9,52,0.19,16.11138,13,506.9704
100284,"pseudo1",305175.8252,8182487.848,0,NA,18.7,0.96,27.2,10.1,2090,84,143,18.6,30,0.44,4.488696,0,562.5789
100285,"pseudo1",345975.8252,8035607.848,0,NA,19.9,1.02,29,10,2035,73,166,18.6,21,0.59,0,50,91.52596
100286,"pseudo1",381415.8252,8040327.848,0,NA,23.3,0.93,31,14.1,3462,75,284,17.8,14,0.72,4.168446,41,94.47222
100287,"pseudo1",391415.8252,7945687.848,0,NA,23.9,1,32.1,13.6,1769,98,92,19,48,0.23,0.19147,3,8.602325
100288,"pseudo1",386055.8252,7983287.848,0,NA,23.8,0.97,31.8,13.9,2029,99,91,18.8,43,0.27,0.1665719,50,20.27313
100289,"pseudo1",369655.8252,7977847.848,0,NA,20.5,1.05,29.4,10.7,1562,88,116,19.1,34,0.37,2.823098,44,267.1254
100290,"pseudo1",370855.8252,7989527.848,0,NA,20,1.04,28.9,10.5,1902,82,157,18.8,25,0.51,29.04469,14,1044.456
100291,"pseudo1",381415.8252,7929607.848,0,NA,20.6,1.09,29.7,10.5,1342,94,80,19.4,44,0.25,11.1686,100,435.5789
100292,"pseudo1",355415.8252,8142247.848,0,NA,22.6,0.86,30.1,14.1,2023,92,113,18.8,44,0.25,0,50,33.66006
100293,"pseudo1",300935.8252,8252567.848,0,NA,21.6,0.9,28.8,13.7,1946,94,104,18.9,48,0.22,15.97821,100,771.3657
100294,"pseudo1",294375.8252,8243287.848,0,NA,21.5,0.93,28.8,13.3,1723,97,82,19.1,54,0.18,31.35678,92,963.0203
100295,"pseudo1",393175.8252,8086327.848,0,NA,23.7,0.85,30.7,15.7,4088,75,315,17.6,12,0.77,1.358959,92,137.5209
100296,"pseudo1",363975.8252,7980487.848,0,NA,20.7,1.05,29.7,10.7,1399,90,100,19.3,39,0.32,26.70869,11,807.0818
100297,"pseudo1",342935.8252,8086887.848,0,NA,20,0.97,28.9,10.3,1420,88,81,19.2,43,0.26,4.059878,100,192.2706
100298,"pseudo1",357095.8252,8144247.848,0,NA,23.2,0.84,30.4,15,1983,94,106,18.8,48,0.22,21.80412,77,1166.937
100299,"pseudo1",428375.8252,7950087.848,0,NA,23.9,0.95,31.3,14.6,2036,96,109,18.8,42,0.28,0.288578,34,11.22497
100300,"pseudo1",431335.8252,7884327.848,0,NA,19.9,1.11,28.9,10.3,1806,101,96,18.9,35,0.35,31.28631,14,953.6687
100301,"pseudo1",371095.8252,7994087.848,0,NA,23.5,0.98,31.8,13.3,2096,93,112,18.7,36,0.35,6.159365,0,299.2641
100302,"pseudo1",327655.8252,8185687.848,0,NA,24.5,0.79,31,16.8,2454,92,127,18.5,44,0.26,0.2314056,100,16.64332
100303,"pseudo1",367495.8252,7934167.848,0,NA,20.4,1.11,29.8,10.1,1211,92,75,19.5,46,0.23,4.151114,100,147.611
100304,"pseudo1",396295.8252,8036647.848,0,NA,23.5,0.91,30.9,14.7,3393,77,256,17.9,17,0.67,0,50,0
100305,"pseudo1",409015.8252,7898007.848,0,NA,19.6,1.12,28.8,9.8,1994,99,113,18.8,29,0.45,6.835026,50,183.913
100306,"pseudo1",294695.8252,8200807.848,0,NA,18.4,0.96,26.8,10,2257,83,163,18.5,27,0.49,24.41364,43,589.5015
100307,"pseudo1",312935.8252,8307607.848,0,NA,24.4,0.72,30.9,17.6,1811,101,67,19.1,60,0.13,27.14805,100,571.7639
100308,"pseudo1",350855.8252,8045847.848,0,NA,19,1.01,28,9.6,2277,73,183,18.4,17,0.67,24.59382,100,848.9382
100309,"pseudo1",366215.8252,8032087.848,0,NA,18.9,1.01,27.7,9.900001,3040,69,270,18,6,0.89,11.94585,100,1464.88
100310,"pseudo1",404615.8252,7979927.848,0,NA,23.5,0.95,31.2,14.1,2231,96,119,18.7,38,0.33,13.64943,33,346.4001
100311,"pseudo1",351575.8252,8070807.848,0,NA,19.9,0.97,28.7,10.5,2253,71,184,18.4,21,0.6,13.64193,5,263.342
100312,"pseudo1",386695.8252,8096407.848,0,NA,24,0.83,31,16,3639,80,263,17.8,19,0.63,0,50,0
100313,"pseudo1",417335.8252,7961927.848,0,NA,23.8,0.95,31.3,14.4,2136,96,115,18.7,40,0.3,0,0,186.2525
100314,"pseudo1",309335.8252,8218807.848,0,NA,22.5,0.88,29.6,14.4,2116,91,113,18.8,46,0.24,17.90955,75,733.3806
100315,"pseudo1",375975.8252,8114247.848,0,NA,24.1,0.82,31,16.1,2332,92,124,18.6,43,0.28,20.29675,33,535.8209
100316,"pseudo1",475895.8252,7861927.848,0,NA,22.9,1.03,30.5,13,1085,109,47,19.6,68,0.11,24.60989,28,975.1339
100317,"pseudo1",281655.8252,8190727.848,0,NA,20,0.96,28.4,10.6,1382,96,67,19.4,55,0.16,22.61925,75,649.626
100318,"pseudo1",343415.8252,8034567.848,0,NA,19.9,1.02,29,9.900001,1888,74,150,18.7,23,0.55,15.58484,100,318.6314
100319,"pseudo1",389895.8252,7924407.848,0,NA,23.7,1.03,32.1,13.1,1486,103,68,19.3,56,0.17,25.26823,1,1045.255
100320,"pseudo1",309975.8252,8230967.848,0,NA,22.8,0.87,29.7,14.9,2097,93,105,18.8,48,0.22,5.738812,22,326.115
100321,"pseudo1",361735.8252,8115847.848,0,NA,20.6,0.91,28.7,12,2019,87,125,18.7,35,0.36,50.66214,48,1661.242
100322,"pseudo1",363815.8252,8014807.848,0,NA,22.2,0.9899999,30.7,12.2,2261,79,180,18.5,25,0.52,41.61383,59,1357.662
100323,"pseudo1",361335.8252,8093687.848,0,NA,21.5,0.92,29.7,12.3,2236,81,152,18.5,31,0.41,47.62312,11,1698.986
100324,"pseudo1",388695.8252,7922967.848,0,NA,23.7,1.04,32.1,13,1432,103,65,19.4,58,0.16,10.60882,0,775.1032
100325,"pseudo1",325655.8252,8232887.848,0,NA,23,0.83,29.6,15.7,2613,88,154,18.5,37,0.33,19.64051,70,628.6366
100326,"pseudo1",359735.8252,8127447.848,0,NA,24.1,0.83,31.2,15.6,1958,98,92,18.9,52,0.19,8.843082,4,855.3427
100327,"pseudo1",264215.8252,8202567.848,0,NA,21.1,0.96,29.4,11.3,1046,108,30,19.8,75,0.07,60.66047,27,1266.49
100328,"pseudo1",345015.8252,8034807.848,0,NA,20,1.02,29,10,1979,73,160,18.7,22,0.58,0,50,40.68169
100329,"pseudo1",392375.8252,8089607.848,0,NA,23.2,0.85,30.3,15.3,4077,75,317,17.6,11,0.79,32.66851,46,1447.975
100330,"pseudo1",274615.8252,8222487.848,0,NA,21.4,0.96,29.2,12.2,1219,106,39,19.6,71,0.09,11.32514,74,291.1323
100331,"pseudo1",359335.8252,8133847.848,0,NA,24.4,0.81,31.3,16.2,1937,98,89,18.9,54,0.18,21.69735,0,590.3998
100332,"pseudo1",354695.8252,8008007.848,0,NA,19.5,1.05,28.6,9.8,2016,74,169,18.6,20,0.61,21.35151,8,667.9468
100333,"pseudo1",353735.8252,8116647.848,0,NA,19.2,0.94,27.6,10.7,2215,82,153,18.5,26,0.5,27.40688,68,436.2981
100334,"pseudo1",367335.8252,8098167.848,0,NA,22.9,0.88,30.6,14.1,2610,84,174,18.3,31,0.42,37.81826,50,703.8068
100335,"pseudo1",469095.8252,7859367.848,0,NA,23.9,1.03,31.4,13.4,965,109,38,19.8,76,0.09,0.5569543,22,19.33908
100336,"pseudo1",390455.8252,7915047.848,0,NA,20.2,1.11,29.4,10.2,1406,97,80,19.3,42,0.27,10.17253,61,283.2172
100337,"pseudo1",321495.8252,8257927.848,0,NA,21.7,0.85,28.6,14.6,2536,87,167,18.5,34,0.37,66.00755,47,872.485
100338,"pseudo1",354535.8252,7988647.848,0,NA,20.9,1.05,30,10.6,1261,89,87,19.5,43,0.28,21.29013,42,274.2827
100339,"pseudo1",380615.8252,8047047.848,0,NA,22.7,0.93,30.5,13.7,3378,77,276,17.8,13,0.74,0,0,300.2449
100340,"pseudo1",281015.8252,8219687.848,0,NA,21.4,0.95,29.1,12.3,1311,102,49,19.5,66,0.11,30.32761,36,686.0889
100341,"pseudo1",425495.8252,7969447.848,0,NA,22.1,0.96,29.7,13.4,2468,91,152,18.5,28,0.47,21.00598,100,1513.944
100342,"pseudo1",349655.8252,8074407.848,0,NA,19.9,0.97,28.6,10.4,2012,74,156,18.6,25,0.52,13.24712,47,256.3552
100343,"pseudo1",385095.8252,7976247.848,0,NA,18.3,1.07,27.3,9.400001,2762,78,233,18.1,8,0.84,26.61832,75,903.2364
100344,"pseudo1",331895.8252,8062727.848,0,NA,18.9,1.01,28,9.1,1506,78,107,19.1,31,0.42,4.570912,0,130.3956
100345,"pseudo1",403495.8252,8047607.848,0,NA,23.5,0.89,30.7,15.1,3320,78,237,17.9,19,0.63,0,50,0
100346,"pseudo1",399655.8252,7928647.848,0,NA,23.9,1.01,32.1,13.5,1726,102,82,19.1,51,0.21,0.3821027,14,160.9876
100347,"pseudo1",325655.8252,8209767.848,0,NA,22.1,0.86,29.1,14.4,2490,86,161,18.4,34,0.37,41.37562,32,1010.525
100348,"pseudo1",305495.8252,8244727.848,0,NA,21,0.9,28.3,13.2,2208,88,144,18.7,38,0.32,20.68608,37,397.3034
100349,"pseudo1",385255.8252,7955607.848,0,NA,23.8,1,32,13.5,1742,98,88,19.1,48,0.23,1.559738,50,96.67471
100350,"pseudo1",354855.8252,7966967.848,0,NA,20.1,1.09,29.4,9.900001,1286,87,91,19.4,40,0.31,2.883066,0,522.0881
100351,"pseudo1",401495.8252,8043847.848,0,NA,23.4,0.9,30.7,14.9,3340,78,242,17.9,18,0.65,0,100,1.732051
100352,"pseudo1",388055.8252,8077927.848,0,NA,23.7,0.87,30.9,15.2,4049,75,318,17.6,12,0.77,0,50,0
100353,"pseudo1",345015.8252,8061607.848,0,NA,18.2,1.01,27.2,9.1,2440,71,206,18.3,12,0.76,11.97129,25,298.7909
100354,"pseudo1",372855.8252,8121607.848,0,NA,24.3,0.81,31.2,16.4,2271,93,118,18.6,45,0.25,0,50,0
100355,"pseudo1",421335.8252,7888087.848,0,NA,21.7,1.08,30.4,11.6,1225,105,53,19.5,57,0.15,29.27676,27,803.8731
100356,"pseudo1",430295.8252,7889767.848,0,NA,22.3,1.05,30.6,12.3,1335,106,57,19.4,57,0.16,31.4645,0,1488.211
100357,"pseudo1",364695.8252,7941687.848,0,NA,20.5,1.1,29.9,10.2,1194,92,75,19.6,47,0.23,11.74397,100,218.5704
100358,"pseudo1",370615.8252,7979447.848,0,NA,19.5,1.06,28.6,10,1923,81,156,18.7,23,0.54,6.435469,100,481.6648
100359,"pseudo1",360935.8252,8079287.848,0,NA,19.5,0.96,28.1,10.7,2670,70,223,18.2,15,0.71,10.32567,61,230.0978
100360,"pseudo1",302935.8252,8291367.848,0,NA,24.9,0.73,31.5,17.8,1634,105,50,19.3,67,0.09999999,0.2300141,45,8.660254
100361,"pseudo1",416855.8252,7974807.848,0,NA,22.8,0.96,30.4,13.8,2362,93,139,18.6,32,0.41,37.30529,11,986.1775
100362,"pseudo1",389655.8252,8025207.848,0,NA,23,0.94,30.7,13.9,3477,75,279,17.8,13,0.75,17.21685,0,933.2026
100363,"pseudo1",445175.8252,7864887.848,0,NA,23.3,1.06,31.4,12.8,1023,107,40,19.7,71,0.09999999,7.759193,0,402.4749
100364,"pseudo1",306695.8252,8230567.848,0,NA,22.8,0.88,29.7,14.8,1986,95,94,18.9,51,0.19,0,0,145.6743
100365,"pseudo1",363655.8252,7970727.848,0,NA,23.4,1.02,32,12.7,1480,99,71,19.3,52,0.2,34.64025,43,744.3722
100366,"pseudo1",372775.8252,8007127.848,0,NA,23.8,0.96,31.9,13.7,2696,84,189,18.2,24,0.53,0,50,0
100367,"pseudo1",365095.8252,8054967.848,0,NA,21.1,0.96,29.5,11.8,3014,71,258,18,13,0.75,14.66405,17,462.1785
100368,"pseudo1",340055.8252,8066727.848,0,NA,18.1,1.01,27.1,8.900001,2253,72,185,18.4,16,0.7,17.48872,77,190.192
100369,"pseudo1",349975.8252,8032967.848,0,NA,20.1,1.02,29,10.2,2241,71,192,18.5,17,0.66,16.97641,54,630.3285
100370,"pseudo1",496855.8252,7848087.848,0,NA,22.1,1.07,30.2,12,1112,106,55,19.5,63,0.13,40.97404,61,1022.012
100371,"pseudo1",358695.8252,8017607.848,0,NA,19.7,1.03,28.6,10.1,2371,71,209,18.4,14,0.72,0.5720689,50,127.1928
100372,"pseudo1",306375.8252,8249927.848,0,NA,21.2,0.89,28.4,13.5,2232,89,144,18.7,38,0.32,34.68833,33,1199.28
100373,"pseudo1",368135.8252,7945287.848,0,NA,20.8,1.09,29.9,10.5,1232,93,77,19.5,46,0.24,11.95513,100,682.321
100374,"pseudo1",341095.8252,8032967.848,0,NA,20.2,1.02,29.3,10,1720,76,132,18.9,27,0.48,6.930585,0,247.8629
100375,"pseudo1",343655.8252,8149287.848,0,NA,22.1,0.89,29.9,13.2,1622,96,82,19.2,53,0.18,0,50,28.44292
100376,"pseudo1",349495.8252,8022727.848,0,NA,19.5,1.03,28.6,9.7,2149,72,182,18.5,18,0.65,0,100,100.454
100377,"pseudo1",307175.8252,8259687.848,0,NA,23,0.84,29.8,15.4,1834,98,77,19.1,56,0.15,16.21231,77,411.2481
100378,"pseudo1",406295.8252,7924327.848,0,NA,23.9,1.01,32,13.6,1779,103,82,19,50,0.21,1.362461,60,56.85068
100379,"pseudo1",379735.8252,8124887.848,0,NA,21.6,0.86,29,13.9,2810,80,195,18.2,26,0.51,34.78123,24,1498.56
100380,"pseudo1",307255.8252,8187287.848,0,NA,17.4,0.97,25.9,9.400001,2789,78,221,18.1,15,0.71,14.15064,100,948.6591
100381,"pseudo1",296535.8252,8216967.848,0,NA,21.6,0.93,29,12.9,1638,95,80,19.1,54,0.17,33.01826,44,589.1223
100382,"pseudo1",386135.8252,8072727.848,0,NA,23.5,0.88,30.9,14.9,3866,75,305,17.7,13,0.74,0,0,59.40539
100383,"pseudo1",360695.8252,7956167.848,0,NA,20.8,1.08,30,10.4,1176,92,77,19.6,47,0.24,6.15897,88,130.7975
100384,"pseudo1",306535.8252,8221847.848,0,NA,22.4,0.89,29.5,14.2,2007,92,103,18.8,48,0.22,38.58598,63,851.8134
100385,"pseudo1",263255.8252,8195927.848,0,NA,19.2,0.98,28,9.8,1522,94,79,19.2,48,0.21,1.948425,0,277.4851
100386,"pseudo1",450455.8252,7880727.848,0,NA,23.9,1.01,31.5,13.8,1231,108,48,19.5,66,0.12,0.3440816,42,14.76482
100387,"pseudo1",424455.8252,7889847.848,0,NA,20.7,1.09,29.5,10.9,1504,103,73,19.2,45,0.24,7.938785,0,669.0456
100388,"pseudo1",427735.8252,7951287.848,0,NA,23.9,0.95,31.3,14.6,2051,96,110,18.8,41,0.28,0.1307718,93,26.96294
100389,"pseudo1",473735.8252,7838327.848,0,NA,23.6,1.08,31.8,12.4,898,106,41,19.9,77,0.09,0.5460296,94,28.30194
100390,"pseudo1",395095.8252,7941607.848,0,NA,24,1,32.1,13.6,1787,99,91,19,48,0.23,0.2495063,4,10.95445
100391,"pseudo1",360055.8252,8129287.848,0,NA,23.2,0.85,30.6,14.6,1977,94,105,18.8,47,0.23,46.37904,72,1447.553
