"siteid","spid","x","y","occ","group","bcc","calc","ccc","ddeg","nutri","pday","precyy","sfroyy","slope","sradyy","swb","tavecc","topo"
100244,"pseudo1",1643187.5,86487.5,0,NA,0,0,100,2182,12.6875,45,1709,0,293,21160,39,-2,-150
100245,"pseudo1",1703487.5,34687.5,0,NA,23,0,2,2683,7,31,1850,0,369,21759,12,0,-147
100246,"pseudo1",1663287.5,15287.5,0,NA,2,0,54,2744,0,27,1181,0,362,6917,-11,0,-577
100247,"pseudo1",1640687.5,71287.5,0,NA,25,1,68,2207,7,42,1345,0,349,20308,15,-2,82
100248,"pseudo1",1802087.5,40487.5,0,NA,0,0,0,823,0,36,1460,2,107,12147,0,-8,-156
100249,"pseudo1",1730987.5,150287.5,0,NA,8,0,4,2641,24,41,1443,0,78,18526,68,-1,1
100250,"pseudo1",1618687.5,132187.5,0,NA,41,1,58,2433,7,38,1514,0,419,22771,6,-1,47
100251,"pseudo1",1705587.5,94687.5,0,NA,0,1,0,1412,12.125,47,1958,0,170,19278,39,-4,-3
100252,"pseudo1",1640687.5,97187.5,0,NA,6,0,6,2634,17,41,1553,0,201,18237,51,-1,39
100253,"pseudo1",1686587.5,136587.5,0,NA,0,0,0,3194,25,37,1136,0,30,17941,-38,0,-6
100254,"pseudo1",1690087.5,83587.5,0,NA,0,1,0,969,12,47,1851,1,226,21736,38,-6,145
100255,"pseudo1",1575387.5,21087.5,0,NA,0,0,0,3736,25,35,1127,0,4,18068,-103,1,-7
100256,"pseudo1",1804287.5,71987.5,0,NA,0,0,0,430,0,39,1113,6,110,18110,0,-10,15
100257,"pseudo1",1704287.5,139187.5,0,NA,8,0,79,2849,17,40,1365,0,128,17716,36,0,-25
100258,"pseudo1",1712487.5,12687.5,0,NA,94,0,0,4182,7,29,1920,0,231,11871,21,2,10
100259,"pseudo1",1707887.5,130187.5,0,NA,0,0,0,3272,0,40,1314,0,0,18426,-47,0,0
100260,"pseudo1",1624387.5,110587.5,0,NA,0,0,0,3109,0,34,1057,0,48,19068,-190,0,2
100261,"pseudo1",1585987.5,100587.5,0,NA,6,0,0,3312,15.9375,31,981,0,206,14186,-115,0,-7
100262,"pseudo1",1721887.5,32987.5,0,NA,0,0,0,1239,0,34,1953,1,401,8713,0,-4,171
100263,"pseudo1",1611187.5,85987.5,0,NA,2,0,17,2668,17,37,1278,0,174,18368,19,-1,-44
100264,"pseudo1",1768787.5,96287.5,0,NA,25,1,50,1640,7,41,1261,0,273,18049,22,-4,0
100265,"pseudo1",1699087.5,111087.5,0,NA,6,0,0,3013,17,43,1579,0,108,20351,81,0,-24
100266,"pseudo1",1641987.5,41587.5,0,NA,10,0,33,1218,6.0625,44,1706,1,212,20615,21,-5,199
100267,"pseudo1",1553687.5,78687.5,0,NA,0,0,0,3012,25.75,31,966,0,38,18961,-206,0,-38
100268,"pseudo1",1597087.5,62687.5,0,NA,0,1,0,1172,0,44,2109,0,427,13657,0,-5,870
100269,"pseudo1",1592087.5,128087.5,0,NA,52,1,4,2542,13.25,36,1481,0,168,13159,18,0,43
100270,"pseudo1",1800987.5,92387.5,0,NA,4,0,96,1767,7,41,1224,0,294,20880,24,-4,-72
100271,"pseudo1",1597087.5,113587.5,0,NA,0,0,0,3324,20.5,32,1072,0,7,18495,-203,0,-12
100272,"pseudo1",1742487.5,20987.5,0,NA,0,0,31,4339,5.5,30,1503,0,307,10223,42,3,-220
100273,"pseudo1",1638187.5,12287.5,0,NA,2,0,4,2035,7,27,670,0,405,17041,-240,-2,-100
100274,"pseudo1",1785687.5,90487.5,0,NA,0,1,0,831,12,43,1308,1,169,20870,37,-7,125
100275,"pseudo1",1730687.5,46387.5,0,NA,0,0,0,598,0,37,1843,4,485,8608,0,-8,240
100276,"pseudo1",1774187.5,47287.5,0,NA,0,1,0,448,0,39,1386,6,434,15810,0,-9,251
100277,"pseudo1",1602187.5,60687.5,0,NA,0,1,0,1505,12,43,1793,0,235,22303,52,-4,68
100278,"pseudo1",1695087.5,45187.5,0,NA,0,0,0,554,0,33,1862,4,296,20182,0,-8,367
100279,"pseudo1",1715387.5,84287.5,0,NA,0,1,0,910,0,45,1813,1,277,21821,0,-6,125
100280,"pseudo1",1700787.5,81187.5,0,NA,0,0,0,1366,7,44,1629,0,202,19110,24,-4,-193
100281,"pseudo1",1586987.5,-1412.5,0,NA,0,1,0,1678,0,38,1426,0,476,13573,-2,-3,-4
100282,"pseudo1",1524287.5,53587.5,0,NA,6,0,0,2751,12,32,1320,0,120,20211,-146,0,-27
100283,"pseudo1",1746987.5,150187.5,0,NA,12,0,87,2769,17.4375,42,1370,0,262,22437,42,0,-15
100284,"pseudo1",1661987.5,124887.5,0,NA,0,0,0,3188,24,36,1098,0,4,18422,-110,0,-1
100285,"pseudo1",1704587.5,76787.5,0,NA,8,0,92,1684,7,42,1493,0,349,11804,22,-3,-82
100286,"pseudo1",1548487.5,78587.5,0,NA,0,0,0,3188,34,30,904,0,2,18416,-278,0,0
100287,"pseudo1",1664387.5,45387.5,0,NA,0,0,0,1256,0,40,1783,1,123,17939,0,-5,-147
100288,"pseudo1",1727087.5,60187.5,0,NA,0,1,0,931,7,39,1414,2,442,22882,22,-6,65
100289,"pseudo1",1550587.5,58487.5,0,NA,29,0,71,2886,25,31,1198,0,69,16436,-45,0,-7
100290,"pseudo1",1736087.5,61687.5,0,NA,0,0,0,1506,12.6875,37,1325,1,187,16782,36,-3,-168
100291,"pseudo1",1808387.5,37787.5,0,NA,0,0,0,1182,0,35,1440,1,320,12612,0,-6,-129
100292,"pseudo1",1735887.5,113887.5,0,NA,2,1,98,2175,7,46,1873,0,283,12499,22,-2,90
100293,"pseudo1",1699387.5,160387.5,0,NA,19,0,0,3027,24,36,1140,0,107,20448,-116,0,36
100294,"pseudo1",1621787.5,157287.5,0,NA,0,0,0,3445,17,34,933,0,4,18394,-225,0,-20
100295,"pseudo1",1715187.5,97487.5,0,NA,0,1,0,1307,12,48,2096,0,108,19370,39,-5,-136
100296,"pseudo1",1749987.5,59387.5,0,NA,0,1,0,785,12,39,1446,3,281,19049,37,-7,134
100297,"pseudo1",1557287.5,97687.5,0,NA,29,1,70,2115,25,38,1690,0,311,10787,83,-2,-72
100298,"pseudo1",1680087.5,114287.5,0,NA,0,0,0,3315,0,39,1173,0,8,18141,-73,0,-55
100299,"pseudo1",1804387.5,47587.5,0,NA,0,0,0,737,0,36,1632,3,305,17900,0,-8,45
100300,"pseudo1",1591087.5,20987.5,0,NA,0,1,0,1153,0,42,1853,1,298,20647,0,-5,-96
100301,"pseudo1",1832187.5,62887.5,0,NA,0,0,0,707,0,35,1094,4,172,18714,0,-8,142
100302,"pseudo1",1742887.5,126487.5,0,NA,0,0,100,2034,7,47,2149,0,243,12046,23,-2,45
100303,"pseudo1",1728787.5,39887.5,0,NA,52,0,17,3617,0,30,1654,0,293,19413,-18,1,-83
100304,"pseudo1",1740787.5,77187.5,0,NA,0,1,0,1550,17,40,1255,0,135,15166,50,-3,-16
100305,"pseudo1",1616187.5,25887.5,0,NA,0,0,6,3007,17.6875,28,748,0,278,20041,-421,0,-9
100306,"pseudo1",1719387.5,135987.5,0,NA,14,0,17,2883,24,41,1461,0,121,20258,68,0,1
100307,"pseudo1",1695987.5,187387.5,0,NA,29,1,8,2670,12,35,1081,0,100,20380,-192,-1,4
100308,"pseudo1",1802087.5,80887.5,0,NA,0,0,0,937,3.25,40,1050,2,110,16178,25,-7,-89
100309,"pseudo1",1674187.5,75387.5,0,NA,0,1,0,1273,7,46,1854,0,297,21122,22,-5,68
100310,"pseudo1",1691587.5,59187.5,0,NA,0,0,0,1421,7,38,1719,0,316,17798,18,-4,-7
100311,"pseudo1",1549087.5,90987.5,0,NA,25,1,75,1891,18,38,1804,0,65,16859,51,-3,13
100312,"pseudo1",1679287.5,101387.5,0,NA,0,0,0,3296,15.625,41,1266,0,0,17837,-18,0,-39
100313,"pseudo1",1634587.5,52487.5,0,NA,0,1,0,1252,7,44,1545,1,250,16050,7,-5,-42
100314,"pseudo1",1577387.5,147187.5,0,NA,17,1,8,3052,18.5,34,1118,0,114,15585,-86,0,2
100315,"pseudo1",1772687.5,107187.5,0,NA,4,1,90,2438,12,41,1216,0,430,20208,4,-1,325
100316,"pseudo1",1622887.5,9187.5,0,NA,0,0,0,780,12.625,37,1363,3,235,14667,55,-7,-125
100317,"pseudo1",1725687.5,129387.5,0,NA,23,0,77,3159,12,42,1536,0,203,13280,78,0,7
100318,"pseudo1",1738087.5,76387.5,0,NA,6,1,87,1761,7,39,1228,0,337,9142,7,-3,125
100319,"pseudo1",1585087.5,35187.5,0,NA,0,1,0,1600,12,40,1699,0,227,17485,38,-3,-29
100320,"pseudo1",1620187.5,153087.5,0,NA,0,1,100,3260,7,35,1052,0,25,17906,-174,0,25
100321,"pseudo1",1780387.5,107587.5,0,NA,0,1,0,1829,12,42,1281,0,182,21253,24,-3,209
100322,"pseudo1",1646987.5,69087.5,0,NA,52,1,35,2956,17.3125,42,1230,0,96,13609,29,0,-128
100323,"pseudo1",1666587.5,100387.5,0,NA,6,1,56,1522,12,46,1931,0,228,22197,22,-4,78
100324,"pseudo1",1771787.5,34587.5,0,NA,0,0,0,1989,7.8125,34,1426,0,414,17456,26,-2,-420
100325,"pseudo1",1613887.5,153787.5,0,NA,6,1,0,2933,17,36,1211,0,82,20071,-89,0,14
100326,"pseudo1",1727887.5,110587.5,0,NA,0,1,0,1373,7.4375,48,2171,0,132,17637,25,-5,-178
100327,"pseudo1",1752887.5,137287.5,0,NA,2,0,98,1897,7,48,2140,1,318,16418,23,-3,-147
100328,"pseudo1",1756787.5,76487.5,0,NA,8,1,73,2097,12,37,1075,0,350,11010,39,-2,-117
100329,"pseudo1",1572987.5,98787.5,0,NA,0,0,0,3330,0,31,996,0,0,18429,-302,0,0
100330,"pseudo1",1633387.5,149287.5,0,NA,62,1,37,2840,12,37,1212,0,196,14854,-16,0,33
100331,"pseudo1",1660187.5,112187.5,0,NA,0,0,0,2926,24,39,1338,0,173,21620,17,0,-3
100332,"pseudo1",1734087.5,66887.5,0,NA,0,0,0,994,7,39,1331,1,220,21567,23,-6,19
100333,"pseudo1",1783787.5,107787.5,0,NA,0,1,0,1499,7,43,1336,0,369,22359,23,-4,-47
100334,"pseudo1",1788687.5,102087.5,0,NA,0,1,0,1108,7,44,1436,1,391,15783,22,-6,154
100335,"pseudo1",1574787.5,7087.5,0,NA,0,0,0,839,0,38,1714,2,207,10700,0,-7,-171
100336,"pseudo1",1750687.5,31187.5,0,NA,6,0,94,2004,0,34,1630,0,410,14066,0,-2,199
100337,"pseudo1",1624587.5,162187.5,0,NA,0,0,0,3484,0,33,842,0,9,18368,-335,1,-21
100338,"pseudo1",1742487.5,61487.5,0,NA,4,0,2,1731,2.6875,37,1290,1,349,18135,4,-3,251
100339,"pseudo1",1582287.5,81287.5,0,NA,0,0,0,2969,25,32,1051,0,60,17043,-72,0,-19
100340,"pseudo1",1732087.5,147787.5,0,NA,4,0,2,2712,21.125,41,1428,0,90,20017,63,0,-12
100341,"pseudo1",1769787.5,55587.5,0,NA,0,1,0,864,12.3125,37,1246,2,150,16300,39,-7,0
100342,"pseudo1",1715587.5,92587.5,0,NA,0,1,0,986,0,47,2045,1,422,10518,0,-6,33
100343,"pseudo1",1720987.5,57987.5,0,NA,0,0,0,560,1.3125,40,1522,4,346,21709,0,-8,246
100344,"pseudo1",1610887.5,87687.5,0,NA,0,0,0,2587,16.125,37,1343,0,113,19919,13,-1,125
100345,"pseudo1",1831387.5,81587.5,0,NA,0,1,0,593,0,37,959,4,373,22062,0,-9,168
100346,"pseudo1",1676287.5,37287.5,0,NA,0,0,0,871,0,40,2339,2,321,12110,0,-7,-159
100347,"pseudo1",1749787.5,142087.5,0,NA,23,0,2,2246,12,46,1906,0,238,11911,38,-2,68
100348,"pseudo1",1735787.5,157787.5,0,NA,0,0,0,3004,17,38,1150,0,6,18547,-59,0,-22
100349,"pseudo1",1771087.5,49987.5,0,NA,0,1,0,383,0,39,1403,7,335,17287,0,-10,388
100350,"pseudo1",1682387.5,54587.5,0,NA,35,1,46,1383,2,40,1898,1,477,12824,7,-4,-48
100351,"pseudo1",1558787.5,79987.5,0,NA,39,0,60,3095,16.9375,31,924,0,306,9202,-27,0,-220
100352,"pseudo1",1573987.5,94087.5,0,NA,0,0,0,3227,24,31,1030,0,12,18157,-179,0,1
100353,"pseudo1",1800587.5,87287.5,0,NA,0,0,0,818,3,43,1245,2,145,19798,8,-7,-20
100354,"pseudo1",1795687.5,108987.5,0,NA,0,1,0,1042,0,44,1487,1,165,18228,0,-6,-100
100355,"pseudo1",1604687.5,22387.5,0,NA,0,1,0,2666,17,33,1050,0,87,19732,-191,0,18
100356,"pseudo1",1595687.5,22987.5,0,NA,12,0,25,2439,7,37,1343,0,265,13176,17,-1,-133
100357,"pseudo1",1728387.5,43487.5,0,NA,6,0,94,2487,7,32,1676,0,432,18868,13,0,13
100358,"pseudo1",1803587.5,59087.5,0,NA,0,1,0,894,0,36,1488,2,407,19370,0,-8,193
100359,"pseudo1",1621487.5,94687.5,0,NA,0,0,0,3037,25,36,1146,0,13,18025,-25,0,-8
100360,"pseudo1",1729587.5,173387.5,0,NA,0,0,0,3168,24.75,35,906,0,42,19448,-213,0,-18
100361,"pseudo1",1707887.5,57487.5,0,NA,0,0,0,629,2.5625,37,1632,3,351,23273,7,-7,121
100362,"pseudo1",1723787.5,72787.5,0,NA,0,0,31,1678,17.125,38,1248,0,204,13431,39,-3,125
100363,"pseudo1",1715587.5,11487.5,0,NA,0,0,0,4397,37,29,1892,0,3,18458,68,3,1
100364,"pseudo1",1736587.5,152987.5,0,NA,0,0,0,2851,26,40,1290,0,34,18625,42,0,-20
100365,"pseudo1",1732587.5,56087.5,0,NA,0,0,0,450,0,40,1628,6,372,15591,0,-9,283
100366,"pseudo1",1665087.5,66587.5,0,NA,0,1,0,351,0,48,2121,6,474,12001,0,-9,188
100367,"pseudo1",1823287.5,84587.5,0,NA,0,0,100,1618,7,35,852,0,272,22243,-90,-5,-13
100368,"pseudo1",1741687.5,89387.5,0,NA,0,1,0,919,7,46,1847,1,138,20664,8,-6,-16
100369,"pseudo1",1532187.5,75687.5,0,NA,0,1,100,2371,12.8125,34,1469,0,125,19672,-32,-1,-42
100370,"pseudo1",1588887.5,-212.5,0,NA,2,0,10,2802,7.125,32,964,0,345,15673,-163,0,-110
100371,"pseudo1",1770687.5,70087.5,0,NA,0,1,100,2107,7,36,952,0,302,10364,19,-2,-19
100372,"pseudo1",1697887.5,159487.5,0,NA,0,0,0,3125,25,36,1092,0,68,18271,-104,0,-22
100373,"pseudo1",1611987.5,45187.5,0,NA,0,0,0,2117,17,41,1351,0,138,19502,42,-2,-33
100374,"pseudo1",1826887.5,75787.5,0,NA,0,0,0,1105,13,34,874,1,104,16232,20,-7,-126
100375,"pseudo1",1602587.5,115587.5,0,NA,0,0,0,3317,22.6875,32,1141,0,28,17990,-167,0,-13
100376,"pseudo1",1737887.5,71887.5,0,NA,0,0,0,1053,7,39,1286,1,135,14847,23,-5,68
100377,"pseudo1",1716287.5,162887.5,0,NA,0,0,0,2897,24,37,1184,0,38,18306,11,0,8
100378,"pseudo1",1700387.5,35187.5,0,NA,0,0,0,1991,3.25,31,1876,0,485,13890,10,-2,-356
100379,"pseudo1",1683687.5,109787.5,0,NA,0,0,0,3287,0,40,1247,0,0,18352,-43,0,0
100380,"pseudo1",1754187.5,127387.5,0,NA,0,0,0,2133,17,45,1810,1,91,16619,54,-2,12
100381,"pseudo1",1661287.5,146187.5,0,NA,43,0,43,3263,17,35,1035,0,44,17730,-143,0,-10
100382,"pseudo1",1586287.5,91787.5,0,NA,21,0,60,3085,17,32,1080,0,104,19440,-155,0,32
100383,"pseudo1",1657887.5,50187.5,0,NA,0,0,0,397,0,51,2321,7,349,16300,0,-9,14
100384,"pseudo1",1747587.5,148987.5,0,NA,35,0,14,2629,17,43,1478,0,111,17501,53,-1,-24
100385,"pseudo1",1588287.5,132587.5,0,NA,0,0,0,2321,18,38,1573,0,21,18146,29,-1,-3
100386,"pseudo1",1721087.5,19687.5,0,NA,48,0,2,2756,7,32,1842,0,348,21656,17,0,165
100387,"pseudo1",1734787.5,23087.5,0,NA,100,0,0,3360,3.25,31,1642,0,363,20661,-6,1,-91
100388,"pseudo1",1586487.5,48087.5,0,NA,0,1,0,1416,7,40,1661,0,355,18689,8,-4,-178
100389,"pseudo1",1626787.5,-6512.5,0,NA,0,0,0,891,0,35,1262,2,318,20130,-13,-6,-85
100390,"pseudo1",1612087.5,43387.5,0,NA,17,0,8,2408,17,40,1251,0,133,18201,-3,-1,-157
100391,"pseudo1",1611287.5,111087.5,0,NA,0,0,0,3093,25,33,1145,0,12,18159,-92,0,-2
100392,"pseudo1",1721687.5,66487.5,0,NA,0,0,0,1162,7,39,1311,1,311,15896,22,-5,-47
100393,"pseudo1",1783887.5,100187.5,0,NA,4,0,2,2832,7,40,1149,0,54,17385,-60,-1,-106
100394,"pseudo1",1600787.5,80187.5,0,NA,6,0,56,2826,17.375,36,1219,0,338,7916,55,0,-241
100395,"pseudo1",1618687.5,41487.5,0,NA,0,1,0,1160,7,39,1431,1,285,17925,8,-5,-168
100396,"pseudo1",1729487.5,24387.5,0,NA,54,0,39,2686,4.75,32,1752,0,343,13234,20,0,215
100397,"pseudo1",1752287.5,171287.5,0,NA,0,0,0,3187,24.1875,37,985,0,29,17819,-75,0,1
100398,"pseudo1",1704587.5,143387.5,0,NA,0,0,0,3212,15.625,37,1129,0,6,18312,-46,0,-8
100399,"pseudo1",1733487.5,82987.5,0,NA,0,0,0,1496,7,43,1535,0,215,13536,22,-4,-134
100400,"pseudo1",1738087.5,161687.5,0,NA,0,0,0,2832,24,39,1198,0,18,18526,-2,0,2
100401,"pseudo1",1645587.5,147487.5,0,NA,0,1,0,2643,12,38,1323,0,257,19398,-22,-1,136
100402,"pseudo1",1789387.5,103187.5,0,NA,0,0,0,1428,12,43,1383,0,143,14973,37,-5,0
100403,"pseudo1",1619587.5,127987.5,0,NA,10,0,2,3299,1.5625,34,1077,0,31,18439,-236,0,-7
100404,"pseudo1",1588687.5,158187.5,0,NA,0,1,0,3274,39,34,1047,0,71,19836,-186,0,-15
100405,"pseudo1",1717187.5,76387.5,0,NA,0,0,0,470,0,43,1726,4,531,9052,0,-9,-189
100406,"pseudo1",1586687.5,31387.5,0,NA,0,1,0,1717,7,41,1688,0,94,18211,21,-3,136
100407,"pseudo1",1611287.5,2687.5,0,NA,0,0,0,735,0,40,1549,3,240,14598,0,-7,-130
100408,"pseudo1",1710787.5,152187.5,0,NA,2,0,98,2769,17,39,1360,0,59,17253,24,0,70
100409,"pseudo1",1680087.5,91787.5,0,NA,4,1,2,1467,7,45,1706,0,270,17748,22,-4,251
100410,"pseudo1",1578087.5,135687.5,0,NA,4,1,96,2472,17,37,1444,0,66,17754,13,0,27
100411,"pseudo1",1605787.5,-6812.5,0,NA,0,1,0,505,0,41,1763,6,461,19435,0,-9,3
100412,"pseudo1",1709287.5,18187.5,0,NA,44,0,56,2792,6,31,1966,0,363,8819,19,0,251
100413,"pseudo1",1628387.5,91287.5,0,NA,0,0,50,2599,16.25,39,1433,0,135,17426,65,-1,56
100414,"pseudo1",1564187.5,34387.5,0,NA,0,1,94,1925,7,36,1677,0,371,11049,6,-2,105
100415,"pseudo1",1562787.5,16887.5,0,NA,0,1,0,1400,7,36,1514,0,342,17230,-2,-4,47
100416,"pseudo1",1749787.5,37587.5,0,NA,58,0,35,3056,3,33,1522,0,364,13405,9,0,-336
100417,"pseudo1",1714787.5,15087.5,0,NA,19,0,81,2602,7,32,1942,0,345,20575,20,0,151
100418,"pseudo1",1810287.5,57587.5,0,NA,0,0,0,490,0,37,1561,6,178,19864,0,-10,167
100419,"pseudo1",1630387.5,39687.5,0,NA,0,1,0,404,0,45,1963,8,432,22789,0,-9,-38
100420,"pseudo1",1778387.5,100587.5,0,NA,6,1,87,1641,12,42,1260,0,206,12214,37,-4,48
100421,"pseudo1",1654087.5,97687.5,0,NA,0,0,0,2822,17,42,1535,0,7,17892,78,0,-33
100422,"pseudo1",1675687.5,73987.5,0,NA,39,0,60,2106,7,44,1633,0,403,21254,21,-2,-18
100423,"pseudo1",1624387.5,49787.5,0,NA,0,0,0,1448,12,42,1481,0,112,18083,38,-4,4
100424,"pseudo1",1659787.5,70687.5,0,NA,0,1,0,526,0,48,2004,4,387,10528,0,-8,-157
100425,"pseudo1",1694287.5,39187.5,0,NA,17,0,2,2494,4.5625,30,1696,0,516,8257,9,-1,-144
100426,"pseudo1",1635387.5,80287.5,0,NA,23,0,77,2597,13,42,1356,0,329,9999,42,-1,-262
100427,"pseudo1",1785987.5,89387.5,0,NA,0,0,0,1155,12,42,1240,0,164,17316,39,-5,-45
100428,"pseudo1",1656387.5,38087.5,0,NA,0,0,0,1527,0,37,1359,1,329,20012,-64,-4,-189
100429,"pseudo1",1606387.5,147887.5,0,NA,58,0,17,3305,13,34,1029,0,293,22206,-247,0,-59
100430,"pseudo1",1558287.5,105787.5,0,NA,4,1,96,2153,18,38,1625,0,146,20690,25,-2,-3
100431,"pseudo1",1727887.5,155487.5,0,NA,0,0,0,2889,24,39,1254,0,94,17923,14,0,-4
100432,"pseudo1",1827587.5,99287.5,0,NA,0,1,0,589,0,40,1268,4,226,13892,0,-9,199
100433,"pseudo1",1626087.5,81387.5,0,NA,23,0,21,2888,17,40,1151,0,56,17608,-3,0,-27
100434,"pseudo1",1840787.5,60487.5,0,NA,0,0,0,1385,7,33,869,1,260,11632,21,-5,-146
100435,"pseudo1",1728787.5,33987.5,0,NA,0,0,0,4030,0,30,1662,0,10,16647,-12,2,-41
100436,"pseudo1",1724387.5,29187.5,0,NA,6,0,0,1716,7.4375,33,1889,0,430,17435,24,-3,-146
100437,"pseudo1",1635387.5,95287.5,0,NA,17,0,64,2716,16.875,40,1463,0,211,14700,51,-1,38
100438,"pseudo1",1643587.5,35787.5,0,NA,0,0,0,436,0,47,2184,8,312,22643,0,-9,65
100439,"pseudo1",1612087.5,105587.5,0,NA,0,0,0,3105,24,33,1093,0,55,19037,-112,0,-3
100440,"pseudo1",1591787.5,103087.5,0,NA,0,0,0,3348,34,31,972,0,1,18452,-221,0,0
100441,"pseudo1",1746987.5,111187.5,0,NA,0,0,0,1109,8.25,48,1958,0,152,16514,31,-6,-44
100442,"pseudo1",1788087.5,60687.5,0,NA,10,0,83,1165,17,35,1108,1,189,15984,53,-6,-126
100443,"pseudo1",1715787.5,109487.5,0,NA,25,1,56,1647,7,47,2199,0,283,20775,6,-4,152
100444,"pseudo1",1593787.5,51887.5,0,NA,2,1,23,1512,12,41,1639,0,333,19085,38,-4,125
100445,"pseudo1",1662887.5,54987.5,0,NA,0,0,0,225,0,49,2273,11,185,12444,0,-10,-89
100446,"pseudo1",1829487.5,61987.5,0,NA,0,1,0,693,0,35,1149,4,464,7242,0,-8,188
100447,"pseudo1",1758287.5,76287.5,0,NA,2,1,10,1143,7.3125,40,1209,1,384,10225,21,-5,272
100448,"pseudo1",1529287.5,67787.5,0,NA,2,1,98,2280,18,35,1550,0,26,17929,14,-1,-24
100449,"pseudo1",1628587.5,72187.5,0,NA,0,0,0,3141,0,40,1175,0,0,18330,-83,0,0
100450,"pseudo1",1729187.5,180187.5,0,NA,0,0,0,3182,17,34,897,0,114,15466,-171,0,-19
100451,"pseudo1",1638187.5,165887.5,0,NA,4,0,8,3424,0,33,921,0,25,18052,-303,0,1
100452,"pseudo1",1596687.5,80787.5,0,NA,15,0,4,2868,17,35,1171,0,89,16155,-5,0,-32
100453,"pseudo1",1577187.5,78587.5,0,NA,0,0,0,2886,25,33,1088,0,49,17586,-74,0,-10
100454,"pseudo1",1793887.5,78587.5,0,NA,0,0,88,1309,7,39,1052,1,278,12125,23,-5,-68
100455,"pseudo1",1614387.5,16987.5,0,NA,0,0,0,1012,2,38,1461,2,275,16958,3,-6,134
100456,"pseudo1",1652787.5,84987.5,0,NA,0,1,13,1865,7,43,1636,0,104,19793,23,-3,-1
100457,"pseudo1",1614787.5,-1212.5,0,NA,19,0,37,1421,7,34,1098,0,295,16700,-25,-4,125
100458,"pseudo1",1612887.5,83687.5,0,NA,0,0,0,2776,26,37,1179,0,32,19029,15,0,-60
100459,"pseudo1",1625687.5,29187.5,0,NA,0,1,0,2885,7,27,787,0,235,20695,-448,0,136
100460,"pseudo1",1514887.5,29887.5,0,NA,0,0,0,3435,25,28,1018,0,23,18668,-270,0,1
100461,"pseudo1",1606087.5,79487.5,0,NA,0,0,0,2593,17,38,1363,0,135,19303,26,-1,-73
100462,"pseudo1",1648387.5,64687.5,0,NA,4,0,33,2468,7,43,1312,0,426,18082,9,-1,-189
100463,"pseudo1",1718587.5,168487.5,0,NA,0,0,0,3241,17,35,914,0,2,18428,-221,0,-4
100464,"pseudo1",1697487.5,169687.5,0,NA,0,0,0,3333,17,33,890,0,1,18496,-280,0,-2
100465,"pseudo1",1724787.5,387.5,0,NA,94,0,0,3445,14.5,31,1882,0,338,9428,38,1,0
100466,"pseudo1",1755587.5,62687.5,0,NA,0,0,0,805,7,38,1343,2,277,19995,7,-7,-41
100467,"pseudo1",1594087.5,136387.5,0,NA,43,1,56,2455,17,37,1477,0,122,20500,10,0,122
100468,"pseudo1",1595487.5,41087.5,0,NA,10,1,39,1499,7,40,1733,0,373,8688,22,-4,68
100469,"pseudo1",1634787.5,16787.5,0,NA,0,0,0,669,1.3125,37,1524,4,340,20983,0,-7,-13
100470,"pseudo1",1675487.5,75087.5,0,NA,17,0,8,1999,7,45,1657,0,220,14341,24,-2,-182
100471,"pseudo1",1595487.5,87887.5,0,NA,0,0,0,2904,25,34,1174,0,53,19252,-42,0,48
100472,"pseudo1",1587987.5,137287.5,0,NA,31,1,37,2492,16.6875,37,1455,0,170,15162,24,0,54
100473,"pseudo1",1675687.5,64787.5,0,NA,0,0,0,1046,0,44,1971,1,456,7564,0,-6,175
100474,"pseudo1",1757087.5,126687.5,0,NA,6,1,6,1821,17,46,1796,1,165,14121,53,-3,24
100475,"pseudo1",1592487.5,46887.5,0,NA,19,1,62,2569,18,39,1447,0,154,15971,39,-1,-189
100476,"pseudo1",1740987.5,102587.5,0,NA,4,1,65,1753,7,47,1855,0,253,13449,22,-3,125
100477,"pseudo1",1543587.5,76087.5,0,NA,0,0,0,3212,34,30,932,0,1,18420,-272,0,0
100478,"pseudo1",1752487.5,67587.5,0,NA,0,0,81,1673,13,36,1137,0,211,17506,32,-3,-79
100479,"pseudo1",1618287.5,40987.5,0,NA,0,0,0,856,0,40,1548,2,233,12358,0,-6,178
100480,"pseudo1",1745687.5,151587.5,0,NA,15,0,4,2896,17,40,1280,0,129,20136,16,0,-29
100481,"pseudo1",1692687.5,71387.5,0,NA,0,0,0,253,0,48,2080,8,435,7172,0,-10,346
100482,"pseudo1",1636587.5,-6412.5,0,NA,0,0,0,1027,5.3125,34,1127,1,221,12429,17,-6,-3
100483,"pseudo1",1743687.5,155587.5,0,NA,0,0,0,2883,25,40,1221,0,18,18716,22,0,14
100484,"pseudo1",1682187.5,62887.5,0,NA,0,0,0,323,0,45,2207,7,411,20077,0,-10,-147
100485,"pseudo1",1581387.5,58087.5,0,NA,6,0,6,2604,17,36,1468,0,121,15256,33,-1,1
100486,"pseudo1",1717087.5,130887.5,0,NA,0,0,0,3202,25,40,1377,0,11,18586,56,0,-6
100487,"pseudo1",1749087.5,36587.5,0,NA,56,0,19,3441,3,32,1503,0,292,9257,9,1,-134
100488,"pseudo1",1646987.5,97687.5,0,NA,37,0,62,2383,17.8125,43,1778,0,276,18937,55,-1,-262
