siteid,spid,x,y,occ,group,cti,disturb,mi,rainann,raindq,rugged,soildepth,soilfert,solrad,tempann,tempmin,topo,vegsys
100247,pseudo1,152.2681767,-30.99852473,0,NA,1339,3,93,1398,180,14,1129,2,86,126,-16,3,9
100248,pseudo1,151.1179438,-31.78003559,0,NA,1079,4,60,728,168,60,920,2,81,142,-4,30,9
100249,pseudo1,152.1368756,-28.76550809,0,NA,1099,3,78,962,162,57,1000,1,85,148,19,36,2
100250,pseudo1,152.2492909,-29.18099487,0,NA,1209,3,65,860,120,81,920,1,86,168,32,4,3
100251,pseudo1,152.746616,-30.20262472,0,NA,1389,3,87,1460,222,12,1120,2,89,153,13,-2,1
100252,pseudo1,152.0082726,-30.11718912,0,NA,1229,4,79,942,156,10,1009,1,90,123,2,3,9
100253,pseudo1,152.0604333,-29.07667352,0,NA,1499,4,68,916,150,23,1000,2,92,139,9,-11,9
100254,pseudo1,151.9129445,-30.61631286,0,NA,1109,2,54,644,102,164,810,2,86,145,-5,13,3
100255,pseudo1,151.8598845,-32.17393864,0,NA,1619,3,82,1226,174,47,1090,2,84,168,57,-19,2
100256,pseudo1,151.894958,-30.98053829,0,NA,2059,4,79,894,144,14,1029,2,89,123,-6,-7,9
100257,pseudo1,153.2412431,-29.01462029,0,NA,1419,4,76,1196,174,1,1090,4,90,196,72,0,9
100258,pseudo1,151.9705011,-32.33132,0,NA,1399,4,80,1238,210,9,1139,2,86,170,43,0,9
100259,pseudo1,152.0874129,-29.23135691,0,NA,1929,4,78,1080,174,19,1019,2,93,139,7,-11,9
100260,pseudo1,152.5892346,-29.71339352,0,NA,1169,3,73,1184,150,60,1029,2,96,180,55,-7,2
100261,pseudo1,151.7744489,-30.00297522,0,NA,1599,4,79,946,192,12,1009,1,91,114,0,-3,9
100262,pseudo1,151.6494431,-31.94281288,0,NA,1119,3,87,1292,222,72,939,2,84,133,-11,4,3
100263,pseudo1,151.7420733,-30.52638065,0,NA,1489,4,63,798,150,13,1029,2,92,128,-12,-1,9
100264,pseudo1,152.771797,-30.14866539,0,NA,1209,3,85,1382,210,15,1110,2,90,156,24,3,2
100265,pseudo1,152.9957282,-29.70080302,0,NA,1299,4,69,1060,150,6,1090,2,90,188,68,2,9
100266,pseudo1,151.9929841,-31.75395525,0,NA,1529,3,87,1162,150,58,1029,2,79,172,61,-28,2
100267,pseudo1,152.5046984,-30.78358676,0,NA,1319,3,85,1262,174,37,1070,2,89,181,69,-15,3
100268,pseudo1,151.2258624,-31.23504643,0,NA,1719,4,72,1004,246,31,1080,2,89,135,-16,-12,9
100269,pseudo1,153.2052702,-29.28171894,0,NA,1209,2,83,1386,192,57,1009,1,81,186,64,2,2
100270,pseudo1,152.5685502,-30.28446302,0,NA,1179,3,87,1346,180,26,1120,2,92,136,-5,9,2
100271,pseudo1,151.9902862,-29.63605183,0,NA,1549,4,78,954,156,6,1019,1,91,129,4,0,9
100272,pseudo1,151.554115,-32.17753593,0,NA,1579,3,89,1428,204,42,1070,3,80,165,45,-29,2
100273,pseudo1,151.2870163,-32.33851458,0,NA,1279,4,60,866,162,11,1009,2,87,171,42,4,9
100274,pseudo1,152.7538106,-30.35371082,0,NA,1429,4,94,2244,330,10,1190,2,82,145,-4,-6,9
100275,pseudo1,151.7717509,-31.65053321,0,NA,1129,3,93,1208,186,95,939,2,71,140,-4,7,2
100276,pseudo1,151.8526899,-31.63074813,0,NA,1479,1,93,1360,198,48,1070,2,86,129,-18,-11,1
100277,pseudo1,150.9335827,-31.28990507,0,NA,1359,4,41,642,138,6,980,3,91,158,9,1,9
100278,pseudo1,152.1036007,-31.67661355,0,NA,1119,1,90,1270,174,55,949,2,88,165,48,3,2
100279,pseudo1,152.9786411,-30.59023252,0,NA,1239,3,84,1486,210,12,1120,2,86,185,69,13,7
100280,pseudo1,151.4758739,-30.70174845,0,NA,1399,4,62,796,168,4,990,2,93,125,-9,2,9
100281,pseudo1,151.6215641,-32.54895594,0,NA,1199,3,68,996,168,28,990,2,85,168,46,9,3
100282,pseudo1,152.774495,-31.47336677,0,NA,1309,3,86,1346,216,7,1129,2,88,178,54,2,7
100283,pseudo1,153.386034,-28.76730673,0,NA,1419,4,82,1416,198,7,1139,5,90,197,76,2,9
100284,pseudo1,152.1395736,-29.3617586,0,NA,1249,3,88,1260,192,11,1110,2,89,136,5,7,3
100285,pseudo1,151.9138438,-30.84384134,0,NA,1129,1,88,884,138,109,889,2,50,125,-17,34,3
100286,pseudo1,151.6764228,-30.78718405,0,NA,1359,4,69,820,156,22,970,1,90,121,-3,-4,9
100287,pseudo1,151.7618584,-31.67211694,0,NA,1229,4,62,916,120,31,980,2,93,177,64,0,9
100288,pseudo1,151.1647085,-31.30429422,0,NA,1159,3,59,826,180,33,970,2,88,144,-5,7,3
100289,pseudo1,152.771797,-31.34746168,0,NA,1259,3,87,1314,216,10,1120,2,88,179,55,2,7
100290,pseudo1,152.905796,-31.26292541,0,NA,1669,3,89,1532,228,1,1159,2,87,181,59,-1,5
100291,pseudo1,152.6261068,-31.84029016,0,NA,1209,4,85,1354,228,1,1110,3,86,174,49,0,9
100292,pseudo1,152.7052472,-29.62975657,0,NA,1129,3,72,1136,144,26,990,2,89,182,56,25,7
100293,pseudo1,152.1710499,-28.55686537,0,NA,1349,4,56,814,132,29,1049,1,96,163,38,-10,9
100294,pseudo1,153.1612035,-28.61442198,0,NA,1419,4,87,1630,186,21,1159,5,91,179,55,-3,9
100295,pseudo1,152.8725211,-30.10729658,0,NA,1129,3,88,1456,210,26,1129,2,90,163,41,23,3
100296,pseudo1,151.1431248,-31.32587795,0,NA,1229,4,49,788,174,38,949,2,94,151,1,3,9
100297,pseudo1,153.1773913,-30.09830336,0,NA,1299,3,82,1592,216,10,1159,2,87,187,73,-3,7
100298,pseudo1,152.8230584,-29.61896471,0,NA,1289,4,59,952,126,13,1019,4,91,190,64,-2,9
100299,pseudo1,151.3409756,-31.62445287,0,NA,1109,4,66,846,192,51,1000,5,81,137,-10,-14,9
100300,pseudo1,152.3491156,-32.17573729,0,NA,1429,4,78,1160,204,9,1100,2,87,170,43,0,9
100301,pseudo1,151.3121973,-31.23144914,0,NA,1119,4,65,866,210,37,949,2,88,128,-25,39,9
100302,pseudo1,152.3212367,-29.32398708,0,NA,1329,1,93,1794,246,30,1080,2,85,132,9,0,1
100303,pseudo1,152.1539628,-31.79262609,0,NA,1439,4,84,1084,150,41,1100,2,87,172,56,-20,9
100304,pseudo1,151.6953085,-30.83215015,0,NA,1249,4,75,832,156,65,930,2,85,121,-4,6,3
100305,pseudo1,151.1098499,-32.08580508,0,NA,1079,3,62,806,180,61,970,2,88,150,11,35,7
100306,pseudo1,152.8770177,-29.09106267,0,NA,1509,4,68,1020,120,2,1080,1,90,192,59,-1,9
100307,pseudo1,153.4265035,-28.25559249,0,NA,1449,4,92,1940,240,20,1169,2,89,189,67,-15,9
100308,pseudo1,152.852736,-30.71254032,0,NA,1219,4,82,1306,192,15,1090,2,87,184,65,8,9
100309,pseudo1,151.526236,-30.88521015,0,NA,1669,4,69,848,180,5,1039,2,90,121,-6,0,9
100310,pseudo1,151.948018,-31.33037456,0,NA,1179,1,93,1160,162,41,1009,2,80,123,-19,1,2
100311,pseudo1,153.1144387,-30.33212709,0,NA,1519,4,85,1706,240,3,1320,1,87,187,72,-1,9
100312,pseudo1,151.9003539,-29.97869353,0,NA,1449,4,82,984,180,17,1070,1,91,119,0,-4,3
100313,pseudo1,151.2915129,-31.5030444,0,NA,1279,2,81,1022,246,78,930,2,74,123,-27,-4,2
100314,pseudo1,153.3590543,-28.83565521,0,NA,1569,4,86,1650,222,13,1149,4,90,186,61,-6,9
100315,pseudo1,152.4228601,-29.80782234,0,NA,1179,3,86,1376,180,25,1070,2,88,153,10,-2,3
100316,pseudo1,151.4255119,-32.3924739,0,NA,1289,3,70,992,162,33,1039,2,88,162,40,-9,3
100317,pseudo1,152.7556092,-29.25114199,0,NA,1419,2,73,1142,156,7,1110,2,89,186,52,-2,9
100318,pseudo1,151.5667055,-30.85643184,0,NA,1419,4,69,844,174,5,1049,2,91,121,-5,0,9
100319,pseudo1,151.5783967,-31.89514881,0,NA,1309,3,89,1302,252,82,1019,2,94,119,-14,-12,2
100320,pseudo1,152.1206878,-28.69985758,0,NA,1299,4,72,960,174,8,1090,1,93,145,17,3,9
100321,pseudo1,153.1692974,-29.79613115,0,NA,1329,3,78,1334,168,32,1039,2,90,185,72,-15,3
100322,pseudo1,151.2402516,-31.06057795,0,NA,1339,4,48,702,144,17,970,2,89,152,0,-1,9
100323,pseudo1,151.9776956,-30.0101698,0,NA,1559,4,68,850,138,9,1039,1,92,132,-5,-2,9
100324,pseudo1,151.4408004,-31.90953796,0,NA,1279,1,94,1556,330,10,1100,2,85,96,-13,4,4
100325,pseudo1,152.6144157,-28.6845691,0,NA,1159,2,87,1270,162,86,939,1,72,167,45,16,2
100326,pseudo1,153.0613787,-29.71429285,0,NA,1539,4,72,1110,162,4,1100,2,90,189,70,-1,9
100327,pseudo1,152.2591834,-29.06048572,0,NA,1439,3,89,1288,180,16,1070,1,86,136,11,-1,6
100328,pseudo1,151.2744258,-30.85373388,0,NA,1339,4,62,836,174,21,1029,2,91,124,-27,-8,9
100329,pseudo1,153.0038221,-30.06143116,0,NA,1249,2,90,1582,204,72,1029,1,75,173,60,9,3
100330,pseudo1,153.4453892,-28.78709182,0,NA,1299,4,85,1592,228,16,1159,4,90,191,71,-2,9
100331,pseudo1,152.4849133,-29.67202471,0,NA,1129,1,90,1772,228,74,1059,2,84,138,3,15,2
100332,pseudo1,152.7277302,-31.12083253,0,NA,1339,4,86,1308,192,16,1120,2,89,181,59,-4,9
100333,pseudo1,152.9021987,-29.79073522,0,NA,1309,4,68,1066,144,7,1070,2,89,187,67,3,9
100334,pseudo1,152.1215872,-29.95800912,0,NA,1169,2,75,736,108,102,850,2,84,152,4,-6,3
100335,pseudo1,152.1665533,-32.42484949,0,NA,1339,4,81,1346,252,4,1149,2,86,170,47,2,9
100336,pseudo1,151.5631082,-31.9805844,0,NA,1109,1,87,1264,210,63,1070,2,77,142,1,22,2
100337,pseudo1,152.4732221,-28.52628842,0,NA,1229,4,69,988,132,11,1070,2,92,174,38,5,9
100338,pseudo1,151.1503194,-31.26922066,0,NA,1269,3,64,826,180,83,920,2,80,144,-6,-17,3
100339,pseudo1,152.4660275,-30.69635252,0,NA,1169,1,83,1432,204,59,959,2,89,174,59,-27,3
100340,pseudo1,152.590134,-28.82396402,0,NA,1749,4,70,1054,126,11,1080,2,90,186,41,-6,9
100341,pseudo1,152.0343529,-31.42480338,0,NA,1179,3,87,1128,138,29,1059,2,91,143,-2,10,9
100342,pseudo1,152.3958804,-30.27636913,0,NA,1319,4,81,942,132,13,1070,5,90,122,3,5,9
100343,pseudo1,151.2141712,-31.36275016,0,NA,1189,3,74,996,246,79,959,2,73,122,-29,-1,3
100344,pseudo1,152.5163895,-30.4589315,0,NA,1289,1,84,1466,198,83,1019,2,95,168,45,-32,2
100345,pseudo1,151.7510665,-30.68915794,0,NA,1079,1,78,678,120,122,790,2,64,127,-24,37,3
100346,pseudo1,152.718737,-31.85018271,0,NA,1099,3,85,1378,240,1,1120,3,86,174,51,0,5
100347,pseudo1,152.4678262,-28.95166775,0,NA,1259,3,69,1068,144,72,949,2,91,176,41,-22,3
100348,pseudo1,152.1287817,-28.60632809,0,NA,1289,3,60,842,144,23,1039,1,97,152,25,-15,7
100349,pseudo1,151.1557153,-31.56779558,0,NA,1149,3,82,1170,282,88,1039,4,76,112,-8,27,3
100350,pseudo1,151.260936,-31.4499844,0,NA,1189,4,90,1386,330,26,1029,4,85,109,-8,12,8
100351,pseudo1,151.8472939,-30.74131862,0,NA,1229,2,83,858,150,61,899,2,78,126,-14,-2,3
100352,pseudo1,151.7087984,-30.2224098,0,NA,1359,4,73,852,174,13,1059,5,91,113,-2,0,9
100353,pseudo1,152.9273797,-30.47691794,0,NA,1559,4,83,1568,222,18,1129,2,90,186,67,-3,9
100354,pseudo1,152.162956,-29.75835963,0,NA,1149,3,60,924,138,81,990,2,95,162,24,-17,3
100355,pseudo1,152.1539628,-32.14965695,0,NA,1969,4,74,1032,168,20,1059,2,88,169,45,-9,9
100356,pseudo1,151.2753251,-32.13886508,0,NA,1189,1,85,1224,252,47,1070,2,84,129,-13,17,3
100357,pseudo1,152.6800662,-31.71348575,0,NA,1279,2,93,1528,252,91,970,2,75,173,60,-3,2
100358,pseudo1,152.0136685,-31.33397185,0,NA,1179,3,93,1286,192,19,1080,4,85,114,-4,19,3
100359,pseudo1,152.5829394,-30.2017254,0,NA,1099,3,87,1336,180,56,1090,2,88,140,-4,21,3
100360,pseudo1,152.6333014,-28.37790029,0,NA,1239,3,77,1110,150,26,1039,2,94,169,45,-4,2
100361,pseudo1,151.94532,-31.37534067,0,NA,1139,3,87,1162,150,64,1009,2,91,134,-14,17,2
100362,pseudo1,152.7340255,-30.95715591,0,NA,1149,3,84,1212,180,14,1090,2,86,182,68,10,3
100363,pseudo1,152.3392231,-32.35290373,0,NA,1349,3,84,1430,252,10,1110,2,85,168,51,4,2
100364,pseudo1,153.5515092,-28.70255554,0,NA,1219,4,90,1970,306,25,1120,4,86,186,67,9,9
100365,pseudo1,152.5406712,-31.41131355,0,NA,1089,3,92,1422,198,53,990,2,71,170,61,46,2
100366,pseudo1,151.6062756,-31.12892642,0,NA,1559,3,70,818,174,12,1029,2,89,115,-5,-8,7
100367,pseudo1,151.7159929,-30.5812393,0,NA,1359,3,65,810,150,22,1019,2,90,127,-8,-2,3
100368,pseudo1,152.0532387,-30.39507964,0,NA,1329,4,76,872,144,19,939,2,91,118,0,3,9
100369,pseudo1,151.3994316,-30.87531761,0,NA,1329,4,65,832,180,11,980,1,90,120,-5,-1,9
100370,pseudo1,151.5882892,-32.53096949,0,NA,1449,4,64,940,168,10,1059,2,87,176,43,1,9
100371,pseudo1,151.8787702,-31.03359829,0,NA,1319,4,89,1014,174,13,1029,2,87,106,-5,2,9
100372,pseudo1,152.9831377,-28.57215385,0,NA,1349,4,83,1242,150,26,1120,5,89,192,57,-12,9
100373,pseudo1,152.5613556,-31.67571423,0,NA,1649,4,92,1632,246,14,1100,2,87,172,58,-4,2
100374,pseudo1,153.0182112,-30.87441829,0,NA,1312,4,84,1394,228,0,1230,1,88,184,67,0,9
100375,pseudo1,152.3077468,-29.58568979,0,NA,1049,1,93,1752,240,108,1000,2,75,139,2,56,3
100376,pseudo1,152.7655018,-30.98233693,0,NA,1329,4,84,1228,186,10,1080,2,86,182,61,0,9
100377,pseudo1,153.1477136,-28.51549656,0,NA,1499,3,90,1674,180,26,1169,5,87,179,55,-5,7
100378,pseudo1,151.7987306,-31.89604813,0,NA,1309,3,84,1072,150,76,980,2,89,158,31,-33,2
100379,pseudo1,153.1728946,-29.73497725,0,NA,1279,3,79,1296,186,10,1110,2,89,187,73,3,3
100380,pseudo1,152.877917,-29.30150403,0,NA,1209,2,75,1186,168,18,1090,1,91,186,56,5,3
100381,pseudo1,152.7915821,-28.8599369,0,NA,1699,4,70,1068,120,7,1070,1,92,190,50,-1,9
100382,pseudo1,153.067674,-30.30334879,0,NA,1309,4,85,1722,234,15,1159,2,87,186,71,-7,9
100383,pseudo1,152.3077468,-31.56150033,0,NA,1309,1,90,1292,180,65,1049,2,93,157,31,-14,2
100384,pseudo1,152.3140421,-28.79608504,0,NA,1429,2,79,1096,156,72,970,2,86,168,37,-15,3
100385,pseudo1,152.0172658,-29.17110233,0,NA,1789,4,62,856,144,25,1019,2,92,150,13,-19,9
100386,pseudo1,151.3328817,-32.20181763,0,NA,1129,3,81,1182,216,36,1009,2,80,158,28,-7,1
100387,pseudo1,151.7267848,-32.13796576,0,NA,1119,1,91,1516,228,63,1059,2,75,137,-3,11,2
100388,pseudo1,151.9938834,-31.61096304,0,NA,1279,3,94,1396,192,97,1009,2,78,133,-12,-14,2
100389,pseudo1,152.1395736,-32.62989492,0,NA,1769,4,78,1302,288,8,1120,2,85,171,55,-7,9
100390,pseudo1,151.3661567,-31.7152844,0,NA,1199,4,66,842,186,44,959,5,92,125,-23,9,9
100391,pseudo1,152.8374475,-29.69990369,0,NA,1839,4,61,934,126,6,1059,2,90,189,64,-6,9
100392,pseudo1,152.799676,-31.13162439,0,NA,1349,3,87,1346,204,11,1120,2,88,181,61,1,3
100393,pseudo1,153.0281038,-30.01736438,0,NA,1429,3,79,1360,168,17,1139,2,90,187,73,-6,3
100394,pseudo1,151.8392,-30.73502337,0,NA,1549,3,78,872,150,29,1000,2,83,125,-5,-10,3
100395,pseudo1,152.3958804,-31.75575389,0,NA,1209,4,89,1340,186,9,1139,2,88,172,45,6,9
100396,pseudo1,152.3859879,-32.11368407,0,NA,1069,4,76,1114,198,3,1080,4,87,172,45,-2,9
100397,pseudo1,152.7403207,-28.39768537,0,NA,1169,3,82,1142,144,32,1059,2,85,175,45,11,2
100398,pseudo1,152.1800431,-28.92378877,0,NA,1439,3,85,1158,180,45,1000,1,88,139,11,-8,3
100399,pseudo1,151.5181421,-30.63879591,0,NA,1359,4,65,810,168,15,949,1,91,125,-8,-1,9
100400,pseudo1,153.1441163,-28.53528164,0,NA,1179,4,88,1622,180,32,1159,5,91,178,55,4,9
100401,pseudo1,152.0703258,-28.83025927,0,NA,1319,4,75,1010,174,14,1049,1,94,136,11,4,3
100402,pseudo1,151.94532,-29.9247342,0,NA,1299,3,79,968,168,13,1049,1,92,123,2,4,6
100403,pseudo1,152.0640306,-29.28531623,0,NA,1349,3,80,1056,168,42,1000,2,90,138,5,-2,3
100404,pseudo1,153.0101174,-28.59643554,0,NA,1389,4,83,1230,156,3,1110,5,90,196,63,0,9
100405,pseudo1,152.9534601,-30.85553252,0,NA,1419,4,83,1352,222,1,1120,3,88,184,65,0,9
100406,pseudo1,151.0864675,-31.97518847,0,NA,1129,4,67,888,210,38,980,2,82,138,-6,46,9
100407,pseudo1,151.7996299,-32.48870136,0,NA,1219,4,65,908,168,14,1039,2,85,170,45,8,9
100408,pseudo1,153.4678723,-28.72054199,0,NA,1509,4,86,1638,240,8,1139,5,88,197,79,-2,9
100409,pseudo1,152.0064739,-30.30514743,0,NA,1489,4,73,838,144,10,1019,2,92,115,0,-6,9
100410,pseudo1,153.0406943,-29.0964586,0,NA,1999,4,62,890,114,3,1049,2,91,194,66,0,9
100411,pseudo1,151.3859417,-32.63529085,0,NA,1329,4,53,760,132,10,1009,2,86,172,35,3,9
100412,pseudo1,151.1746011,-32.22969661,0,NA,1099,3,74,1006,204,65,1009,2,85,150,12,0,2
100413,pseudo1,152.8671251,-30.32223455,0,NA,1189,1,93,2216,336,84,1100,2,82,145,-1,4,1
100414,pseudo1,151.0118238,-31.91223593,0,NA,1089,3,49,680,150,36,939,2,79,157,19,36,3
100415,pseudo1,151.9237363,-32.25217966,0,NA,1209,4,81,1248,198,16,1110,2,86,169,43,8,9
100416,pseudo1,151.6251614,-31.84478677,0,NA,1099,2,82,1008,168,82,980,2,85,140,-3,22,2
100417,pseudo1,151.3436736,-32.28725322,0,NA,1159,3,83,1254,234,59,970,2,76,141,0,0,2
100418,pseudo1,152.1440702,-31.37354202,0,NA,1339,1,93,1348,168,58,1039,2,75,149,10,-31,2
100419,pseudo1,152.4291553,-31.79622338,0,NA,1399,3,86,1238,180,4,1110,2,86,172,44,2,3
100420,pseudo1,152.5181882,-30.00477387,0,NA,1159,1,86,1344,168,34,1029,2,87,143,-2,12,3
100421,pseudo1,152.135077,-30.100102,0,NA,1219,3,80,930,138,22,1039,2,87,128,1,7,3
100422,pseudo1,152.0982048,-30.923881,0,NA,1309,1,81,940,126,59,1009,2,94,135,-16,-25,3
100423,pseudo1,151.4048275,-31.57139287,0,NA,1109,4,55,770,162,69,850,2,78,139,-8,32,8
100424,pseudo1,152.1935329,-31.01561185,0,NA,1039,1,82,994,126,100,980,2,85,149,5,45,1
100425,pseudo1,152.6773682,-31.80791457,0,NA,1339,4,86,1416,234,2,1129,3,86,175,50,3,9
100426,pseudo1,152.8266557,-30.73142608,0,NA,1319,4,80,1258,186,9,1100,2,88,184,64,2,9
100427,pseudo1,152.9246818,-30.39507964,0,NA,1269,2,89,2120,288,6,1149,2,85,186,68,2,2
100428,pseudo1,151.3041034,-31.83309559,0,NA,2099,4,52,710,150,13,970,3,88,151,11,-6,9
100429,pseudo1,152.3140421,-28.82036673,0,NA,1229,2,77,1120,162,98,879,2,85,167,40,-16,3
100430,pseudo1,152.3805919,-29.84559386,0,NA,1299,1,62,972,132,59,1009,2,92,179,52,-10,4
100431,pseudo1,153.0982509,-28.65129419,0,NA,1309,3,86,1460,168,65,1019,5,83,177,54,0,2
100432,pseudo1,152.0730238,-30.04794133,0,NA,1599,3,66,832,126,30,980,1,91,136,-9,-11,9
100433,pseudo1,152.0001787,-30.69365455,0,NA,1199,3,80,962,150,18,1059,2,90,128,-19,11,3
100434,pseudo1,151.1314336,-31.29709965,0,NA,1119,3,56,840,186,40,930,2,84,146,-3,10,7
100435,pseudo1,151.1188431,-31.92212847,0,NA,1149,4,50,704,162,31,959,3,87,153,13,11,9
100436,pseudo1,151.5388265,-32.02195322,0,NA,1129,1,91,1490,264,90,990,2,81,128,-15,-12,2
100437,pseudo1,152.9273797,-30.18104099,0,NA,1069,3,88,1556,240,44,1070,2,90,160,36,36,2
100438,pseudo1,152.3841892,-31.8825583,0,NA,1299,3,79,1074,168,8,1080,2,89,172,41,1,7
100439,pseudo1,152.6180129,-29.85188912,0,NA,1179,3,71,1064,132,44,990,2,81,177,55,7,3
100440,pseudo1,153.1836865,-29.9247342,0,NA,1349,4,78,1336,156,5,1129,2,89,187,74,3,8
100441,pseudo1,152.5002018,-29.69900437,0,NA,1169,1,86,1268,162,84,959,2,81,171,44,-2,3
100442,pseudo1,152.4705241,-31.29080439,0,NA,1319,3,92,1554,192,76,1090,2,93,175,68,-42,2
100443,pseudo1,152.1512648,-29.74397047,0,NA,1209,2,73,1046,150,100,870,2,85,154,9,-15,3
100444,pseudo1,151.2015807,-31.51833287,0,NA,1269,3,84,1242,300,47,1070,4,92,112,-7,-1,3
100445,pseudo1,152.2358011,-31.43919253,0,NA,1309,3,93,1476,198,44,1080,2,92,152,18,-19,3
100446,pseudo1,152.185439,-31.25573083,0,NA,1029,1,93,1464,174,114,980,2,84,137,-11,47,3
100447,pseudo1,152.5478658,-30.85912981,0,NA,1089,3,77,1098,156,29,990,2,88,181,70,30,3
100448,pseudo1,151.9111458,-31.09475219,0,NA,1239,1,82,690,96,148,850,2,66,141,-8,-14,3
100449,pseudo1,151.9866889,-30.97334371,0,NA,1109,1,50,654,90,88,889,2,87,164,32,22,4
100450,pseudo1,153.1630021,-28.31944435,0,NA,1479,1,93,1756,186,106,1059,5,78,174,55,-11,1
100451,pseudo1,152.2825658,-28.46603385,0,NA,1199,3,59,870,132,22,1009,2,93,170,33,3,3
100452,pseudo1,151.7213889,-30.71433896,0,NA,1459,4,61,768,144,13,1019,2,92,126,-14,-2,9
100453,pseudo1,152.241197,-30.78718405,0,NA,1509,2,83,1196,168,75,949,2,92,154,16,-14,3
100454,pseudo1,151.4641828,-30.78988201,0,NA,1899,4,65,828,174,5,990,2,91,125,-11,-2,9
100455,pseudo1,151.1728024,-32.25128034,0,NA,1399,4,72,964,192,77,920,2,83,160,31,-15,9
100456,pseudo1,152.1170906,-30.56415218,0,NA,1309,4,79,920,144,9,1039,2,90,128,-7,3,9
100457,pseudo1,151.8131197,-32.54625797,0,NA,1529,4,68,998,192,6,1029,3,86,174,47,-3,9
100458,pseudo1,151.7789455,-30.61181625,0,NA,1309,4,61,784,138,9,970,1,93,127,-19,3,9
100459,pseudo1,151.6431478,-32.02105389,0,NA,1209,3,84,1258,180,79,1049,2,89,146,7,-10,2
100460,pseudo1,152.0091719,-32.00576542,0,NA,1339,4,73,1014,150,16,1080,2,89,170,45,-4,9
100461,pseudo1,151.9642058,-30.75840574,0,NA,1729,3,48,650,102,41,970,2,85,174,50,-16,3
100462,pseudo1,151.0720783,-31.1810871,0,NA,2109,4,48,726,150,18,970,5,89,162,16,-1,9
100463,pseudo1,152.827555,-28.42916164,0,NA,1179,3,84,1272,156,44,1100,5,85,179,47,10,2
100464,pseudo1,153.0200099,-28.41387317,0,NA,1319,2,86,1508,168,45,1080,5,96,175,52,-6,1
100465,pseudo1,151.9399241,-32.5228756,0,NA,1319,3,76,1228,240,20,1070,2,88,171,48,2,3
100466,pseudo1,152.2591834,-31.23594575,0,NA,1119,1,94,1514,186,125,930,2,62,142,-4,47,3
100467,pseudo1,152.213318,-29.0802708,0,NA,1439,3,59,858,126,24,970,2,91,168,31,-10,3
100468,pseudo1,151.5100482,-31.76474711,0,NA,1629,4,73,912,174,57,1039,2,83,130,-16,-43,9
100469,pseudo1,151.7807441,-32.25487763,0,NA,1169,3,89,1644,246,48,1070,2,84,152,23,9,2
100470,pseudo1,152.294257,-30.89330405,0,NA,1239,3,94,1630,228,16,1110,2,88,125,-4,6,1
100471,pseudo1,152.6359994,-30.4508376,0,NA,2069,4,84,1538,198,52,1100,2,91,186,67,-16,9
100472,pseudo1,153.299699,-29.05778775,0,NA,1039,4,77,1256,192,0,1100,4,90,195,75,0,9
100473,pseudo1,151.5181421,-31.17838914,0,NA,1629,4,68,822,186,13,1019,2,90,118,-6,-5,9
100474,pseudo1,151.9417228,-29.31949047,0,NA,1249,4,58,814,144,10,1000,2,94,145,6,5,9
100475,pseudo1,152.6602811,-31.6379427,0,NA,1199,4,88,1418,222,6,1129,2,87,176,50,-1,9
100476,pseudo1,152.7277302,-29.94182132,0,NA,1169,4,71,1068,138,28,1090,2,88,181,62,15,9
100477,pseudo1,151.3580628,-30.86362642,0,NA,1419,4,60,788,162,16,959,1,91,124,-13,1,9
100478,pseudo1,152.4111689,-31.10194676,0,NA,1299,1,92,1362,168,63,1029,2,88,173,62,-30,3
100479,pseudo1,150.9362807,-31.76744508,0,NA,1219,3,64,796,186,62,930,5,79,148,1,2,7
100480,pseudo1,153.1036468,-28.73493114,0,NA,1149,2,81,1202,144,30,1110,5,89,185,50,14,2
100481,pseudo1,152.9858357,-30.99582676,0,NA,1312,4,83,1352,228,0,1110,3,88,183,65,0,9
100482,pseudo1,151.4569882,-32.6289956,0,NA,1209,4,60,844,150,13,1019,2,86,172,36,5,9
100483,pseudo1,153.1216333,-28.64949554,0,NA,1269,4,85,1344,174,20,1110,1,89,194,63,3,9
100484,pseudo1,152.6710729,-31.22965049,0,NA,1279,4,87,1294,186,19,1110,2,88,179,59,-2,9
100485,pseudo1,152.8041726,-31.35825355,0,NA,1339,3,86,1330,222,1,1139,2,87,180,55,0,5
100486,pseudo1,153.2601289,-29.21337047,0,NA,1609,3,79,1306,198,5,1110,2,90,192,73,-2,3
100487,pseudo1,152.1089967,-31.8663705,0,NA,1209,4,74,1020,138,15,1059,2,89,171,37,8,9
100488,pseudo1,151.9974807,-30.100102,0,NA,1309,4,81,958,162,15,990,1,90,119,1,3,9
100489,pseudo1,151.601779,-31.56959423,0,NA,1619,1,77,980,198,39,990,2,90,122,-24,-22,3
100490,pseudo1,151.7618584,-32.84393357,0,NA,1312,3,70,1052,222,0,1059,3,85,176,57,0,9
100491,pseudo1,153.2574309,-28.97055351,0,NA,1629,4,78,1266,180,7,1090,5,90,196,74,0,9
100492,pseudo1,152.7205357,-29.88966065,0,NA,1359,3,68,1102,144,22,1019,2,92,180,60,-10,2
100493,pseudo1,152.190835,-29.72508471,0,NA,1189,1,92,1134,162,128,889,2,68,155,12,-4,3
100494,pseudo1,153.1603041,-28.93817792,0,NA,1109,4,73,1060,150,1,1070,5,91,197,71,0,9
