"siteid","spid","x","y","occ","group","sabio1","sabio2","sabio4","sabio5","sabio6","sabio7","sabio8","sabio12","sabio15","sabio17","sabio18"
100257,"pseudo1",-71.7329458769,-0.674918973953,0,NA,263,85,620,323,209,114,266,3062,24,495,555
100258,"pseudo1",-41.2412792102,-21.924918974,0,NA,232,86,2022,302,151,151,245,1168,41,102,328
100259,"pseudo1",-66.9829458769,-1.94991897395,0,NA,254,90,399,307,202,105,252,3373,15,613,613
100260,"pseudo1",-73.8996125435,-4.48325230729,0,NA,265,100,404,325,206,119,266,2781,18,448,670
100261,"pseudo1",-68.6162792102,-5.89158564062,0,NA,255,104,347,315,191,124,256,2932,40,254,600
100262,"pseudo1",-48.4579458769,-18.3332523073,0,NA,238,126,1569,316,129,187,249,1629,74,23,345
100263,"pseudo1",-48.9412792102,-8.28325230729,0,NA,261,126,403,346,179,167,257,2103,60,39,102
100264,"pseudo1",-59.4496125435,-6.56658564062,0,NA,263,99,382,331,188,143,259,2523,46,154,524
100265,"pseudo1",-55.8746125435,-4.41658564062,0,NA,270,97,511,333,212,121,266,2359,44,217,266
100266,"pseudo1",-59.0579458769,-16.799918974,0,NA,259,122,2030,338,159,179,274,1861,55,131,669
100267,"pseudo1",-62.4496125435,-9.55825230729,0,NA,249,113,539,328,165,163,248,2488,60,48,288
100268,"pseudo1",-38.6329458769,-12.6332523073,0,NA,247,79,1395,307,188,119,240,1727,45,257,284
100269,"pseudo1",-55.7746125435,-2.22491897395,0,NA,269,93,580,333,219,114,264,2326,55,140,196
100270,"pseudo1",-43.4996125435,-7.19991897395,0,NA,273,111,947,352,201,151,270,1092,71,9,166
100271,"pseudo1",-43.5412792102,-4.08325230729,0,NA,272,105,781,346,206,140,266,1803,76,47,76
100272,"pseudo1",-49.9079458769,-20.3832523073,0,NA,230,130,1978,308,116,192,247,1417,66,65,619
100273,"pseudo1",-55.3246125435,-21.999918974,0,NA,231,118,2450,312,119,193,249,1539,32,160,424
100274,"pseudo1",-75.8912792102,-7.52491897395,0,NA,195,138,456,275,111,164,198,2411,22,364,629
100275,"pseudo1",-47.3912792102,-15.924918974,0,NA,218,121,1202,291,119,172,223,1674,71,19,383
100276,"pseudo1",-49.4496125435,-15.7582523073,0,NA,244,94,916,312,171,141,246,1890,69,19,219
100277,"pseudo1",-63.4412792102,-13.0582523073,0,NA,252,126,798,338,164,174,256,1713,62,43,346
100278,"pseudo1",-63.1162792102,-16.149918974,0,NA,254,109,1875,327,161,166,270,1401,52,121,370
100279,"pseudo1",-52.2996125435,-8.58325230729,0,NA,253,138,452,348,153,195,253,2406,61,40,527
100280,"pseudo1",-53.1996125435,-9.12491897395,0,NA,251,142,521,357,149,208,249,2687,62,34,615
100281,"pseudo1",-53.7079458769,-26.674918974,0,NA,191,133,3415,299,72,227,227,2026,10,422,505
100282,"pseudo1",-45.0162792102,-14.499918974,0,NA,233,133,1201,320,129,191,238,1150,83,2,260
100283,"pseudo1",-57.7079458769,1.15841435938,0,NA,256,100,649,330,202,128,250,2305,53,224,224
100284,"pseudo1",-71.2996125435,-2.66658564062,0,NA,259,88,439,311,205,106,259,3295,18,618,673
100285,"pseudo1",-57.9329458769,-9.90825230729,0,NA,251,128,618,343,147,196,251,2424,64,46,447
100286,"pseudo1",-58.2912792102,-9.57491897395,0,NA,251,125,584,343,148,195,251,2394,64,53,261
100287,"pseudo1",-51.6329458769,-16.1082523073,0,NA,258,114,960,336,166,170,262,1855,75,23,361
100288,"pseudo1",-42.6662792102,-13.1665856406,0,NA,234,128,998,321,144,177,239,925,77,2,226
100289,"pseudo1",-55.3162792102,-13.5165856406,0,NA,246,139,923,333,138,195,249,2082,70,28,418
100290,"pseudo1",-70.5912792102,-12.8582523073,0,NA,248,93,711,305,187,118,251,6486,38,829,1600
100291,"pseudo1",-63.0746125435,-17.499918974,0,NA,245,112,2146,323,152,171,264,1327,48,145,500
100292,"pseudo1",-62.5662792102,-4.05825230729,0,NA,263,87,405,318,216,102,259,2709,36,286,366
100293,"pseudo1",-77.1746125435,3.57508102605,0,NA,267,85,318,317,221,96,264,7488,27,1045,1205
100294,"pseudo1",-71.3829458769,2.73341435938,0,NA,271,91,931,343,216,127,262,2542,55,198,198
100295,"pseudo1",-75.9579458769,-6.37491897395,0,NA,263,129,473,335,184,151,264,2247,24,320,529
100296,"pseudo1",-62.4996125435,-13.3415856406,0,NA,244,131,808,330,149,181,248,1909,66,43,397
100297,"pseudo1",-69.0246125435,-6.33325230729,0,NA,253,107,383,314,185,129,253,2645,39,225,565
100298,"pseudo1",-74.9246125435,-4.00825230729,0,NA,260,101,440,319,199,120,260,2536,15,439,603
100299,"pseudo1",-69.7079458769,-15.7082523073,0,NA,91,116,1260,162,-1,163,99,1047,76,22,231
100300,"pseudo1",-67.0412792102,-20.374918974,0,NA,100,156,3952,216,-45,261,136,160,124,0,101
100301,"pseudo1",-47.0496125435,-12.6082523073,0,NA,259,117,730,340,174,166,258,1772,75,11,156
100302,"pseudo1",-78.9746125435,-2.45825230729,0,NA,91,97,371,147,36,111,94,1043,44,112,367
100303,"pseudo1",-57.9162792102,-17.1165856406,0,NA,266,122,2055,351,164,187,279,1491,58,82,570
100304,"pseudo1",-36.1412792102,-9.83325230729,0,NA,244,74,1311,299,189,110,231,1353,63,99,209
100305,"pseudo1",-40.6329458769,-19.524918974,0,NA,249,105,1700,326,166,160,261,1318,57,95,381
100306,"pseudo1",-71.2162792102,-1.14158564062,0,NA,261,85,533,317,210,107,263,3150,17,615,636
100307,"pseudo1",-74.8912792102,10.7667476927,0,NA,275,88,504,323,219,104,277,938,79,7,298
100308,"pseudo1",-54.1079458769,-9.18325230729,0,NA,250,144,618,361,148,213,244,2853,62,34,386
100309,"pseudo1",-43.7996125435,-10.1582523073,0,NA,249,143,761,340,152,188,252,968,76,2,176
100310,"pseudo1",-39.5912792102,-13.374918974,0,NA,205,66,1245,256,154,102,215,1270,18,213,338
100311,"pseudo1",-67.1162792102,-7.42491897395,0,NA,255,108,407,318,185,133,257,2764,46,180,581
100312,"pseudo1",-50.0829458769,-5.77491897395,0,NA,261,104,329,327,201,126,259,2074,59,80,102
100313,"pseudo1",-57.9996125435,-14.7332523073,0,NA,249,137,1249,333,134,199,254,2006,66,49,404
100314,"pseudo1",-77.6579458769,0.625081026047,0,NA,90,96,363,145,38,107,91,1157,18,209,311
100315,"pseudo1",-65.2662792102,-4.95825230729,0,NA,265,89,265,320,212,108,266,2992,35,305,588
100316,"pseudo1",-44.0996125435,-22.724918974,0,NA,209,100,2202,287,118,169,232,1630,57,95,612
100317,"pseudo1",-59.7329458769,-2.05825230729,0,NA,267,85,477,322,220,102,263,2759,34,350,381
100318,"pseudo1",-58.8662792102,-9.98325230729,0,NA,250,125,592,340,147,193,251,2307,66,39,404
100319,"pseudo1",-55.5412792102,-17.9415856406,0,NA,263,120,1794,347,160,187,276,1544,60,69,307
100320,"pseudo1",-53.4079458769,1.75008102605,0,NA,247,93,583,315,194,121,243,2451,43,183,259
100321,"pseudo1",-54.9246125435,-4.89991897395,0,NA,258,101,503,323,195,128,254,2251,53,147,320
100322,"pseudo1",-68.4329458769,-11.349918974,0,NA,253,106,1082,328,167,161,260,1940,51,104,433
100323,"pseudo1",-65.3829458769,-5.92491897395,0,NA,264,94,284,322,205,117,264,3307,39,297,625
100324,"pseudo1",-51.9079458769,-18.0582523073,0,NA,234,118,1145,308,142,166,241,1893,62,62,414
100325,"pseudo1",-60.7162792102,1.89174769271,0,NA,273,98,627,333,213,120,264,1775,74,120,161
100326,"pseudo1",-42.6912792102,-4.48325230729,0,NA,270,115,1004,355,193,162,261,1753,80,44,74
100327,"pseudo1",-77.5996125435,-0.958252307286,0,NA,213,92,470,267,160,107,211,4335,22,749,948
100328,"pseudo1",-61.4662792102,-9.96658564062,0,NA,245,122,524,334,152,182,245,2019,68,27,165
100329,"pseudo1",-41.9579458769,-6.15825230729,0,NA,266,116,929,348,189,159,258,1323,78,16,117
100330,"pseudo1",-59.8162792102,1.00008102605,0,NA,270,95,542,328,214,114,263,1965,53,231,283
100331,"pseudo1",-49.9329458769,-4.26658564062,0,NA,269,103,385,330,212,118,266,2661,67,93,133
100332,"pseudo1",-68.4662792102,-11.7915856406,0,NA,257,110,1137,332,169,163,264,1898,51,109,420
100333,"pseudo1",-70.4329458769,-4.87491897395,0,NA,259,102,362,317,197,120,260,2727,22,396,656
100334,"pseudo1",-35.2579458769,-5.67491897395,0,NA,261,86,1022,316,200,116,257,1406,66,55,332
100335,"pseudo1",-44.7996125435,-23.299918974,0,NA,191,95,2220,266,101,165,214,2451,41,246,836
100336,"pseudo1",-48.0079458769,-18.649918974,0,NA,211,112,1678,279,114,165,223,1751,74,23,774
100337,"pseudo1",-51.3912792102,4.05841435938,0,NA,260,89,472,328,206,122,258,4068,53,179,204
100338,"pseudo1",-66.2412792102,-12.899918974,0,NA,262,122,895,344,173,171,266,1676,59,87,326
100339,"pseudo1",-48.2329458769,-9.09991897395,0,NA,266,120,492,345,185,160,263,2133,68,17,240
100340,"pseudo1",-77.9912792102,0.716747692714,0,NA,67,90,253,118,18,100,69,1250,28,163,380
100341,"pseudo1",-51.7079458769,-14.1165856406,0,NA,260,128,984,339,161,178,265,1798,70,15,420
100342,"pseudo1",-67.6996125435,-7.16658564062,0,NA,254,110,441,317,183,134,256,2862,46,224,543
100343,"pseudo1",-62.3912792102,-13.6332523073,0,NA,244,131,906,327,147,180,249,1936,68,43,400
100344,"pseudo1",-58.0329458769,-7.99158564062,0,NA,262,115,460,348,165,183,260,2786,56,96,526
100345,"pseudo1",-72.3329458769,-9.06658564062,0,NA,252,101,466,313,180,133,252,2017,47,128,566
100346,"pseudo1",-41.5329458769,-17.574918974,0,NA,230,120,1680,312,136,176,242,1153,65,54,346
100347,"pseudo1",-57.8412792102,-0.233252307286,0,NA,268,93,666,338,217,121,262,2712,47,314,314
100348,"pseudo1",-70.6496125435,2.85841435938,0,NA,268,92,802,339,215,124,259,2823,52,243,245
100349,"pseudo1",-75.1329458769,-15.249918974,0,NA,169,101,2584,253,81,172,200,0,0,0,0
100350,"pseudo1",-42.0662792102,-14.3082523073,0,NA,227,113,1336,304,141,163,235,785,78,6,346
100351,"pseudo1",-44.0412792102,-9.32491897395,0,NA,254,126,697,342,175,167,250,1058,72,2,78
100352,"pseudo1",-39.3079458769,-6.90825230729,0,NA,247,104,1101,321,178,143,241,1219,84,25,121
100353,"pseudo1",-76.1329458769,-8.07491897395,0,NA,207,139,387,288,124,164,211,3549,24,516,859
100354,"pseudo1",-65.5412792102,-4.70825230729,0,NA,266,88,298,321,213,108,266,2979,34,320,580
100355,"pseudo1",-48.4162792102,-20.124918974,0,NA,238,126,1740,311,130,181,251,1646,68,51,645
100356,"pseudo1",-67.8162792102,-20.024918974,0,NA,83,150,3480,192,-46,238,118,206,126,0,133
100357,"pseudo1",-53.5912792102,-16.4582523073,0,NA,231,138,1722,322,113,209,241,2017,68,42,414
100358,"pseudo1",-59.9329458769,-13.4082523073,0,NA,216,134,760,301,112,189,218,2323,62,55,449
100359,"pseudo1",-55.0496125435,-6.81658564062,0,NA,252,117,533,337,173,164,246,2333,58,66,279
100360,"pseudo1",-76.6746125435,7.23341435938,0,NA,273,98,357,334,219,115,271,4007,40,349,551
100361,"pseudo1",-56.8412792102,-13.7332523073,0,NA,256,141,870,342,149,193,255,2265,70,36,444
100362,"pseudo1",-53.6996125435,-10.6415856406,0,NA,250,150,633,363,141,222,248,2819,67,25,648
100363,"pseudo1",-50.1996125435,-22.1665856406,0,NA,215,128,2591,300,101,199,241,1425,53,111,563
100364,"pseudo1",-55.8162792102,1.71674769271,0,NA,260,105,671,339,206,133,255,2007,58,157,157
100365,"pseudo1",-63.6496125435,-14.0165856406,0,NA,256,122,1109,337,163,174,264,1646,61,64,500
100366,"pseudo1",-38.0162792102,-11.8415856406,0,NA,238,87,1489,304,175,129,233,1264,38,190,240
100367,"pseudo1",-75.3079458769,-8.54158564062,0,NA,255,122,429,329,182,147,258,3883,31,465,895
100368,"pseudo1",-62.5162792102,-7.70825230729,0,NA,262,104,525,335,189,146,258,2583,50,133,301
100369,"pseudo1",-67.6912792102,-10.099918974,0,NA,260,105,738,325,181,144,262,2419,49,151,337
100370,"pseudo1",-50.9996125435,-26.074918974,0,NA,159,120,3209,256,49,207,193,1771,16,330,466
100371,"pseudo1",-46.5829458769,-11.1582523073,0,NA,245,130,672,335,155,180,244,1652,71,6,149
100372,"pseudo1",-60.2579458769,3.35008102605,0,NA,273,98,583,330,217,113,265,1470,88,52,149
100373,"pseudo1",-52.7412792102,-16.1415856406,0,NA,242,140,1593,331,123,208,250,1848,72,28,372
100374,"pseudo1",-71.3162792102,-10.099918974,0,NA,248,108,441,316,173,143,250,2108,48,122,661
100375,"pseudo1",-62.4996125435,-3.84158564062,0,NA,265,87,418,321,218,103,262,2817,35,304,384
100376,"pseudo1",-77.3079458769,-10.8165856406,0,NA,145,113,1718,213,51,162,166,184,92,2,110
100377,"pseudo1",-74.2412792102,4.23341435938,0,NA,77,83,186,125,26,99,77,1793,34,251,507
100378,"pseudo1",-55.7412792102,-17.949918974,0,NA,264,118,1825,349,162,187,277,1513,59,69,299
100379,"pseudo1",-57.3246125435,-4.59158564062,0,NA,270,95,422,331,211,120,265,2552,44,243,280
100380,"pseudo1",-64.1746125435,-2.33325230729,0,NA,266,92,300,321,213,108,262,3334,22,548,565
100381,"pseudo1",-57.8162792102,0.450081026047,0,NA,270,99,607,341,215,126,265,2522,50,271,271
100382,"pseudo1",-62.2329458769,-7.29158564062,0,NA,263,102,474,334,193,141,259,2847,43,193,375
100383,"pseudo1",-57.3579458769,-15.199918974,0,NA,259,126,1378,332,149,183,267,1839,63,57,700
100384,"pseudo1",-66.9662792102,0.933414359381,0,NA,269,104,335,326,212,114,263,3436,15,667,741
100385,"pseudo1",-56.6579458769,-1.60825230729,0,NA,273,86,681,337,227,110,267,2659,50,222,222
100386,"pseudo1",-48.7412792102,-20.6165856406,0,NA,230,125,1817,303,120,183,244,1548,68,56,617
100387,"pseudo1",-57.4996125435,-20.0165856406,0,NA,258,109,2453,340,162,178,281,1319,50,106,471
100388,"pseudo1",-73.2662792102,-15.599918974,0,NA,41,119,1507,116,-49,165,56,212,107,2,135
100389,"pseudo1",-53.6746125435,-28.699918974,0,NA,194,112,3539,300,89,211,191,1885,10,406,421
100390,"pseudo1",-46.1162792102,-16.4665856406,0,NA,219,137,1420,300,107,193,227,1394,76,12,338
100391,"pseudo1",-38.8829458769,-4.40825230729,0,NA,257,90,555,315,198,117,255,1149,83,26,131
100392,"pseudo1",-42.9662792102,-11.8665856406,0,NA,254,138,983,344,154,190,258,964,76,1,224
100393,"pseudo1",-50.1662792102,-5.95825230729,0,NA,257,106,317,325,196,129,256,2049,57,83,110
100394,"pseudo1",-40.3662792102,-9.29158564062,0,NA,248,131,1524,329,155,174,260,562,79,8,219
100395,"pseudo1",-59.0079458769,-16.8165856406,0,NA,260,122,2020,338,160,178,274,1846,55,130,665
100396,"pseudo1",-55.7579458769,-19.7915856406,0,NA,252,118,2125,330,151,179,271,1652,53,110,587
100397,"pseudo1",-76.1996125435,6.70008102605,0,NA,177,102,290,239,119,120,173,2649,35,315,498
100398,"pseudo1",-69.9662792102,-0.0249189739528,0,NA,253,86,431,303,204,99,251,3388,16,646,652
100399,"pseudo1",-75.4912792102,-8.81658564062,0,NA,258,123,354,330,183,147,260,4920,34,539,1091
100400,"pseudo1",-75.7412792102,3.90008102605,0,NA,107,89,275,157,56,101,104,2123,34,298,321
100401,"pseudo1",-65.0162792102,0.675081026047,0,NA,267,99,342,321,213,108,261,2814,26,488,493
100402,"pseudo1",-42.6496125435,-5.51658564062,0,NA,267,115,975,355,192,163,259,1628,78,32,121
100403,"pseudo1",-60.9162792102,-2.24158564062,0,NA,271,86,438,327,222,105,267,2846,35,338,385
100404,"pseudo1",-76.5412792102,2.99174769271,0,NA,232,117,273,302,167,135,228,2283,33,254,622
100405,"pseudo1",-65.1579458769,-9.98325230729,0,NA,262,104,642,334,194,140,259,1937,56,69,235
100406,"pseudo1",-67.5079458769,-18.6082523073,0,NA,88,180,2862,196,-64,260,116,381,112,3,224
100407,"pseudo1",-51.7996125435,-24.8165856406,0,NA,174,115,2794,261,71,190,204,1854,28,316,540
100408,"pseudo1",-50.6412792102,1.55841435938,0,NA,267,79,628,329,222,107,260,3203,60,90,108
100409,"pseudo1",-78.7496125435,-7.29991897395,0,NA,135,144,1162,216,38,178,148,568,75,14,286
100410,"pseudo1",-74.2329458769,-1.17491897395,0,NA,262,93,651,316,203,113,255,2947,25,456,482
100411,"pseudo1",-53.1246125435,-28.7915856406,0,NA,196,108,3355,299,98,201,211,1762,11,343,433
100412,"pseudo1",-67.0329458769,-20.899918974,0,NA,101,159,4024,222,-46,268,136,121,124,0,71
100413,"pseudo1",-46.7246125435,-7.37491897395,0,NA,256,112,546,335,179,156,252,1520,63,30,52
100414,"pseudo1",-68.4662792102,-18.0832523073,0,NA,55,188,2542,170,-92,262,79,435,108,1,247
100415,"pseudo1",-42.1162792102,-21.124918974,0,NA,227,124,2230,318,122,196,244,1416,64,59,477
100416,"pseudo1",-66.8829458769,-17.5332523073,0,NA,64,176,2439,172,-95,267,85,773,86,12,312
100417,"pseudo1",-51.2329458769,-21.4832523073,0,NA,226,123,2532,305,111,194,251,1332,54,89,524
100418,"pseudo1",-42.2829458769,-13.7165856406,0,NA,216,115,1178,294,131,163,223,854,78,7,368
100419,"pseudo1",-71.6662792102,-17.149918974,0,NA,193,81,2025,265,126,139,168,1,27,0,0
100420,"pseudo1",-57.1412792102,-5.89991897395,0,NA,267,102,385,341,193,148,264,2453,48,146,296
100421,"pseudo1",-39.8412792102,-6.33325230729,0,NA,249,104,1009,322,184,138,243,758,87,19,48
100422,"pseudo1",-54.9829458769,-10.4165856406,0,NA,252,148,710,364,147,217,248,2505,64,33,329
100423,"pseudo1",-56.1412792102,-15.274918974,0,NA,249,105,1476,311,153,158,263,1465,52,71,545
100424,"pseudo1",-38.4579458769,-11.0332523073,0,NA,245,112,1595,323,167,156,236,805,36,106,182
100425,"pseudo1",-62.2329458769,-17.2415856406,0,NA,247,134,1804,334,143,191,263,1022,52,92,382
100426,"pseudo1",-77.6329458769,-9.28325230729,0,NA,145,152,597,231,43,188,150,675,68,9,310
100427,"pseudo1",-49.1662792102,-7.70825230729,0,NA,260,123,371,344,182,162,257,2098,59,48,106
100428,"pseudo1",-48.2579458769,-17.4332523073,0,NA,240,150,1356,331,114,217,247,1631,69,37,358
100429,"pseudo1",-59.8746125435,0.750081026047,0,NA,272,95,531,329,215,114,264,1991,50,250,289
100430,"pseudo1",-51.3579458769,-5.14158564062,0,NA,250,106,347,312,188,124,246,2049,61,88,172
100431,"pseudo1",-61.6662792102,2.25008102605,0,NA,269,103,577,331,207,124,260,1803,66,155,197
100432,"pseudo1",-74.7162792102,-6.09991897395,0,NA,269,114,510,338,198,140,269,2523,28,331,432
100433,"pseudo1",-38.7079458769,-9.08325230729,0,NA,243,109,1700,321,166,155,258,465,76,12,161
100434,"pseudo1",-71.3662792102,-13.1165856406,0,NA,189,116,798,255,108,147,193,1615,45,157,397
100435,"pseudo1",-43.1912792102,-18.1582523073,0,NA,206,111,1898,288,113,175,219,1541,74,29,511
100436,"pseudo1",-44.2996125435,-18.9915856406,0,NA,219,130,1859,298,107,191,232,1424,76,20,506
100437,"pseudo1",-36.2412792102,-6.71658564062,0,NA,232,93,1098,296,173,123,238,476,87,13,92
100438,"pseudo1",-54.4079458769,-17.8415856406,0,NA,253,126,1735,339,147,192,262,1727,59,68,373
100439,"pseudo1",-65.5829458769,-5.17491897395,0,NA,264,89,297,319,210,109,265,3095,36,304,595
100440,"pseudo1",-69.3162792102,-5.52491897395,0,NA,256,104,331,315,193,122,256,2984,35,297,626
100441,"pseudo1",-68.0996125435,-4.40825230729,0,NA,255,94,306,312,201,111,255,2845,26,391,562
100442,"pseudo1",-46.0496125435,-13.0665856406,0,NA,239,111,756,315,165,150,238,1699,75,7,149
100443,"pseudo1",-52.6162792102,-4.63325230729,0,NA,243,100,400,303,181,122,238,1934,58,104,196
100444,"pseudo1",-41.2996125435,-14.849918974,0,NA,227,107,1517,297,143,154,237,806,75,17,259
100445,"pseudo1",-69.8746125435,-14.2332523073,0,NA,32,127,1494,114,-72,186,42,1386,58,75,381
100446,"pseudo1",-68.1246125435,-12.799918974,0,NA,258,114,1124,333,173,160,265,1941,53,135,536
100447,"pseudo1",-45.5496125435,-9.99991897395,0,NA,253,136,716,349,158,191,253,1311,74,1,263
100448,"pseudo1",-38.2746125435,-11.5915856406,0,NA,234,92,1487,302,168,134,227,850,33,128,189
100449,"pseudo1",-61.3079458769,-10.749918974,0,NA,240,130,502,333,143,190,240,2212,66,34,209
100450,"pseudo1",-73.1496125435,9.02508102605,0,NA,249,106,454,309,181,128,249,2924,49,241,860
100451,"pseudo1",-71.5496125435,5.25008102605,0,NA,267,98,956,343,209,134,253,2164,64,78,313
100452,"pseudo1",-67.7829458769,-9.19158564062,0,NA,254,115,646,319,175,144,258,2275,50,131,843
100453,"pseudo1",-49.6412792102,-9.57491897395,0,NA,267,125,414,344,182,162,266,2522,64,35,287
100454,"pseudo1",-69.8412792102,-9.59158564062,0,NA,249,118,636,317,163,154,252,2160,55,81,658
100455,"pseudo1",-55.9162792102,-21.1165856406,0,NA,241,120,2433,324,132,192,261,1579,40,139,524
100456,"pseudo1",-50.6412792102,-8.45825230729,0,NA,256,133,312,345,167,178,256,2013,59,36,480
100457,"pseudo1",-48.9829458769,-26.5832523073,0,NA,210,91,2966,294,116,178,243,1743,26,269,551
100458,"pseudo1",-56.2829458769,-8.68325230729,0,NA,251,131,566,353,156,197,247,2776,61,50,337
100459,"pseudo1",-68.6496125435,-18.9915856406,0,NA,60,155,2715,163,-62,225,88,304,124,0,194
100460,"pseudo1",-67.5496125435,-18.8665856406,0,NA,82,171,2914,186,-61,247,111,384,115,2,232
100461,"pseudo1",-47.5912792102,-9.41658564062,0,NA,265,119,540,347,184,163,262,1917,69,11,190
100462,"pseudo1",-63.4579458769,-12.2332523073,0,NA,253,125,578,341,170,171,254,1802,59,47,215
100463,"pseudo1",-76.8079458769,5.99174769271,0,NA,270,94,289,326,221,105,270,7402,16,1296,1499
100464,"pseudo1",-76.7912792102,6.30008102605,0,NA,275,99,334,334,222,112,274,6186,19,1012,1254
100465,"pseudo1",-51.2162792102,-25.8165856406,0,NA,165,115,3036,257,60,197,165,1825,17,329,477
100466,"pseudo1",-68.6079458769,-12.649918974,0,NA,256,114,1095,330,172,158,263,2115,52,141,596
100467,"pseudo1",-72.6496125435,-1.07491897395,0,NA,265,88,622,322,209,113,268,2897,25,458,515
100468,"pseudo1",-72.0412792102,-16.8915856406,0,NA,157,83,1806,225,94,131,132,2,36,0,0
100469,"pseudo1",-64.7329458769,-21.1582523073,0,NA,147,156,3085,251,-4,255,177,692,84,7,343
100470,"pseudo1",-61.8246125435,-10.2165856406,0,NA,246,124,521,336,153,183,246,2046,69,23,154
100471,"pseudo1",-68.6662792102,-7.95825230729,0,NA,247,121,576,312,166,146,249,2775,48,215,692
100472,"pseudo1",-59.8496125435,-0.941585640619,0,NA,273,88,457,329,222,107,269,2623,44,293,293
100473,"pseudo1",-72.7746125435,-12.2165856406,0,NA,259,140,617,348,168,180,255,2015,41,180,359
100474,"pseudo1",-47.6662792102,-2.42491897395,0,NA,266,107,215,328,206,122,264,2504,59,206,292
