"siteid","spid","x","y","occ","group","age","deficit","dem","hillshade","mas","mat","r2pet","rain","slope","sseas","toxicats","tseas","vpd"
100268,"pseudo1",2751750,6028550,0,NA,2,102,241,215,1404,115,29,1162,8,-13,1,4,36
100269,"pseudo1",2932250,6224250,0,NA,2,93,20,167,1447,143,26,1323,9,28,1,135,41
100270,"pseudo1",2150850,5506550,0,NA,2,36,342,169,1334,94,26,965,3,-46,1,-98,43
100271,"pseudo1",2078850,5475050,0,NA,2,0,517,120,1249,77,53,1534,16,-18,1,147,27
100272,"pseudo1",2681050,6010350,0,NA,2,0,159,179,1415,119,38,1562,17,-20,1,53,32
100273,"pseudo1",2202950,5626650,0,NA,0,60,279,180,1407,105,28,1126,0,-66,0,-131,46
100274,"pseudo1",2195050,5632550,0,NA,2,0,1595,97,1346,36,91,2814,27,-9,1,170,15
100275,"pseudo1",2407450,5730650,0,NA,2,71,293,178,1392,106,18,890,0,-30,1,-32,48
100276,"pseudo1",2185250,5618950,0,NA,0,22,317,177,1410,102,32,1291,0,-72,0,-110,44
100277,"pseudo1",2695350,5958550,0,NA,1,140,6,189,1423,134,22,1012,4,-19,1,238,42
100278,"pseudo1",2564850,5929250,0,NA,2,34,1053,88,1495,73,24,1161,33,-62,1,-41,40
100279,"pseudo1",2088450,5435750,0,NA,2,9,25,187,1238,98,38,1167,2,-19,1,40,32
100280,"pseudo1",2269450,5679250,0,NA,2,0,1760,253,1381,32,71,2335,37,-15,1,211,25
100281,"pseudo1",2713050,6385850,0,NA,2,53,31,177,1481,137,23,1189,1,6,1,-92,36
100282,"pseudo1",2664450,6273050,0,NA,2,0,190,217,1431,129,43,2063,16,9,1,50,27
100283,"pseudo1",2479350,5888850,0,NA,2,0,1400,130,1427,52,64,2391,35,-19,1,-24,25
100284,"pseudo1",2376050,5906150,0,NA,2,0,208,152,1328,109,65,2530,19,44,1,36,24
100285,"pseudo1",2325650,5620350,0,NA,2,70,588,171,1302,85,18,720,7,25,1,-155,35
100286,"pseudo1",2423750,5726550,0,NA,2,106,183,179,1409,109,18,841,0,-45,1,-143,47
100287,"pseudo1",2369350,5715250,0,NA,2,0,457,176,1366,95,23,1037,1,-7,1,-128,41
100288,"pseudo1",2345150,5738650,0,NA,2,0,1055,171,1399,70,37,1514,8,-26,1,-10,41
100289,"pseudo1",2305550,5577250,0,NA,2,12,767,195,1304,74,24,893,22,5,1,-81,33
100290,"pseudo1",2658550,6225250,0,NA,2,0,345,206,1433,114,46,2033,14,-8,1,-54,28
100291,"pseudo1",2610550,6534750,0,NA,1,75,91,179,1503,143,23,1289,3,24,1,115,33
100292,"pseudo1",2684450,6471850,0,NA,2,77,21,176,1514,148,22,1243,3,1,1,-25,38
100293,"pseudo1",2768150,6097250,0,NA,1,40,128,181,1380,125,28,1236,1,14,1,-8,34
100294,"pseudo1",2304150,5720850,0,NA,2,0,1753,191,1398,34,72,2615,28,-18,1,201,28
100295,"pseudo1",2723950,6101050,0,NA,2,122,42,179,1429,128,18,862,0,-20,1,10,36
100296,"pseudo1",2614850,6227150,0,NA,2,0,193,183,1480,125,46,2186,1,-29,1,111,31
100297,"pseudo1",2328950,5634550,0,NA,2,49,619,191,1305,85,19,772,6,28,1,-155,34
100298,"pseudo1",2254350,5506850,0,NA,2,0,971,201,1275,58,33,1049,4,4,1,3,27
100299,"pseudo1",2474550,5748950,0,NA,1,226,26,179,1382,116,16,651,0,-29,1,-155,47
100300,"pseudo1",2652150,6279550,0,NA,2,2,226,184,1442,128,36,1744,4,8,1,110,26
100301,"pseudo1",2197350,5588150,0,NA,1,189,480,133,1408,93,18,668,11,-80,1,-228,43
100302,"pseudo1",2509350,5892550,0,NA,1,152,956,179,1474,75,17,752,3,-57,1,-172,42
100303,"pseudo1",2153350,5524650,0,NA,2,0,830,222,1339,69,39,1296,25,-43,1,0,34
100304,"pseudo1",2719750,6317650,0,NA,2,0,343,207,1435,120,40,1863,15,21,1,-26,27
100305,"pseudo1",2508450,6725650,0,NA,2,115,39,179,1539,157,19,1211,3,62,1,171,37
100306,"pseudo1",2400350,5926250,0,NA,2,0,773,61,1328,82,113,4040,33,54,1,15,9
100307,"pseudo1",2417550,5875250,0,NA,2,0,363,202,1323,101,61,2147,7,43,1,-160,25
100308,"pseudo1",2423250,5719650,0,NA,2,129,150,179,1415,110,18,798,0,-52,1,-133,47
100309,"pseudo1",2596450,6015450,0,NA,2,0,78,170,1473,123,39,1697,21,-35,1,282,35
100310,"pseudo1",2836250,6145050,0,NA,2,131,113,191,1452,128,24,1117,4,-3,1,-119,47
100311,"pseudo1",2198750,5670750,0,NA,0,0,1585,77,1266,39,182,5632,39,67,0,199,0
100312,"pseudo1",2684050,6366750,0,NA,2,0,409,192,1457,119,42,2047,6,15,1,103,25
100313,"pseudo1",2644850,6188650,0,NA,2,3,203,185,1449,121,35,1589,12,-20,1,12,33
100314,"pseudo1",2260250,5464450,0,NA,2,75,145,181,1240,97,22,752,5,13,1,-49,38
100315,"pseudo1",2956850,6291450,0,NA,2,18,214,201,1488,131,31,1688,14,16,1,19,50
100316,"pseudo1",2375750,5884850,0,NA,2,0,210,219,1314,109,74,2884,26,51,1,-3,22
100317,"pseudo1",2064550,5564850,0,NA,2,0,770,211,1206,67,187,5822,36,44,1,200,0
100318,"pseudo1",2755450,6419850,0,NA,2,2,144,166,1493,135,42,2356,5,26,1,-31,38
100319,"pseudo1",2805350,6191250,0,NA,2,0,647,192,1490,104,32,1620,3,-17,1,28,49
100320,"pseudo1",2402950,5810750,0,NA,2,0,1723,167,1321,32,141,4515,24,42,1,151,11
100321,"pseudo1",2714550,6134650,0,NA,2,27,336,176,1441,112,26,1183,5,-24,1,45,34
100322,"pseudo1",2222750,5561750,0,NA,2,109,690,141,1372,77,22,769,23,-66,1,-272,43
100323,"pseudo1",2745250,6427750,0,NA,2,54,0,179,1488,142,25,1365,0,22,1,-83,39
100324,"pseudo1",2835250,6208850,0,NA,2,25,265,141,1496,128,29,1564,12,-12,1,60,50
100325,"pseudo1",2758450,6322850,0,NA,2,0,360,179,1463,120,34,1641,0,16,1,-46,30
100326,"pseudo1",2560750,5885850,0,NA,2,0,2335,150,1446,5,86,2816,27,-35,1,330,19
100327,"pseudo1",2746250,6115850,0,NA,2,53,304,163,1393,114,23,994,8,4,1,45,28
100328,"pseudo1",2971050,6379450,0,NA,2,0,429,70,1502,125,48,2647,26,37,1,121,37
100329,"pseudo1",2701050,6217350,0,NA,2,0,572,166,1409,103,47,1989,5,5,1,-21,28
100330,"pseudo1",2419450,5788350,0,NA,2,49,768,161,1380,84,26,1070,16,-6,1,-85,38
100331,"pseudo1",2686950,6192450,0,NA,2,0,246,145,1429,120,34,1527,13,-11,1,-116,37
100332,"pseudo1",2676450,6151050,0,NA,2,44,138,191,1461,126,24,1146,11,-33,1,11,40
100333,"pseudo1",2270950,5458150,0,NA,2,48,237,184,1229,92,24,807,4,19,1,32,35
100334,"pseudo1",2054650,5546250,0,NA,2,0,964,199,1197,56,191,5539,27,42,1,253,0
100335,"pseudo1",2412150,5736950,0,NA,2,53,299,178,1392,107,20,954,1,-29,1,-42,48
100336,"pseudo1",2556250,5930450,0,NA,2,34,873,145,1499,83,24,1160,20,-65,1,-114,42
100337,"pseudo1",2676050,6369750,0,NA,2,1,102,150,1462,136,36,1842,6,12,1,27,33
100338,"pseudo1",2281050,5694350,0,NA,0,14,524,180,1443,93,31,1393,0,-63,0,-218,52
100339,"pseudo1",2752150,6030850,0,NA,2,112,200,170,1405,118,28,1126,6,-12,1,3,37
100340,"pseudo1",2389550,5711650,0,NA,2,69,251,178,1393,104,18,837,0,-34,1,-131,46
100341,"pseudo1",2443350,5988550,0,NA,2,0,640,124,1406,91,87,3474,24,18,1,-27,16
100342,"pseudo1",2567250,5932350,0,NA,2,84,890,216,1499,82,21,1031,33,-65,1,-74,45
100343,"pseudo1",2193450,5574950,0,NA,2,0,1398,164,1371,43,43,1290,14,-53,1,68,25
100344,"pseudo1",2765750,6341950,0,NA,2,0,368,182,1477,120,38,1894,4,18,1,-26,30
100345,"pseudo1",2738950,6477950,0,NA,2,0,370,219,1508,128,39,2089,14,21,1,100,34
100346,"pseudo1",2355850,5651550,0,NA,2,133,203,151,1311,102,14,619,6,24,1,-150,38
100347,"pseudo1",2407550,5686750,0,NA,2,175,45,179,1386,112,16,678,0,-37,1,-174,47
100348,"pseudo1",2397050,5918950,0,NA,2,0,780,154,1326,81,119,4173,33,53,1,15,10
100349,"pseudo1",2710850,6047050,0,NA,2,0,589,214,1397,92,62,2447,23,0,1,132,24
100350,"pseudo1",2543350,5985150,0,NA,2,0,914,146,1507,79,56,2204,11,-52,1,-23,25
100351,"pseudo1",2590050,6199650,0,NA,2,0,161,180,1469,127,46,2158,1,-24,1,180,30
100352,"pseudo1",2282850,5511950,0,NA,1,175,219,181,1283,95,11,491,1,-1,1,-138,42
100353,"pseudo1",2250550,5514150,0,NA,2,14,770,182,1292,67,25,862,4,-6,1,-119,32
100354,"pseudo1",2241650,5608450,0,NA,2,60,918,165,1377,71,26,912,26,-50,1,-140,38
100355,"pseudo1",2492950,5718750,0,NA,2,58,213,155,1385,114,32,1263,17,-35,1,125,45
100356,"pseudo1",2480550,6054850,0,NA,2,0,54,184,1493,126,51,2238,1,-36,1,1,35
100357,"pseudo1",2536750,6655250,0,NA,2,36,76,212,1505,151,27,1572,10,67,1,53,37
100358,"pseudo1",2247750,5708450,0,NA,2,0,1561,222,1262,43,191,5761,26,77,1,168,0
100359,"pseudo1",2448650,5848550,0,NA,2,0,1109,193,1390,65,70,2663,19,-2,1,-59,29
100360,"pseudo1",2229950,5472150,0,NA,2,0,693,140,1247,72,40,1271,21,13,1,88,27
100361,"pseudo1",2705750,6417950,0,NA,0,57,9,180,1477,141,24,1252,0,17,0,-53,37
100362,"pseudo1",2219550,5698350,0,NA,2,0,973,157,1248,71,176,5868,25,83,1,59,2
100363,"pseudo1",2368450,5785450,0,NA,2,0,758,131,1357,83,80,3341,20,11,1,-64,37
100364,"pseudo1",2499350,5961050,0,NA,2,24,420,125,1495,101,30,1321,19,-52,1,-200,36
100365,"pseudo1",2706350,6001450,0,NA,1,61,6,179,1408,128,30,1212,0,-20,1,0,39
100366,"pseudo1",2567250,5878750,0,NA,2,4,174,176,1472,118,27,1379,7,-63,1,73,62
100367,"pseudo1",2146250,5438850,0,NA,1,60,41,180,1252,100,26,863,0,-14,1,0,36
100368,"pseudo1",2394950,5820550,0,NA,2,0,1153,187,1295,62,164,5253,22,58,1,11,10
100369,"pseudo1",2628250,6512150,0,NA,2,106,75,189,1513,143,21,1144,5,10,1,105,33
100370,"pseudo1",2178850,5619150,0,NA,2,0,1468,35,1350,41,91,2905,33,-17,1,148,17
100371,"pseudo1",2488050,5878750,0,NA,2,0,1493,66,1441,47,44,1601,29,-34,1,6,28
100372,"pseudo1",2812850,6232650,0,NA,2,0,928,144,1462,88,37,1671,19,0,1,73,34
100373,"pseudo1",2452350,5839150,0,NA,2,0,1208,121,1402,60,52,1915,32,-15,1,-27,31
100374,"pseudo1",2644550,6571650,0,NA,2,28,119,188,1516,148,27,1549,10,25,1,184,35
100375,"pseudo1",2137350,5564650,0,NA,2,0,1198,150,1323,51,53,1660,30,-21,1,115,19
100376,"pseudo1",2787650,6204550,0,NA,2,0,1169,204,1459,73,40,1729,10,-3,1,158,35
100377,"pseudo1",2761050,6283250,0,NA,2,10,589,182,1452,109,32,1447,4,9,1,86,28
100378,"pseudo1",2789750,6361050,0,NA,2,0,437,188,1511,118,47,2470,2,11,1,33,34
100379,"pseudo1",2688150,6023150,0,NA,2,0,252,144,1406,113,53,2194,21,-6,1,65,29
100380,"pseudo1",2307450,5653250,0,NA,2,8,1136,196,1354,65,26,986,19,-5,1,10,33
100381,"pseudo1",2792850,6377050,0,NA,2,8,63,172,1525,140,32,1788,5,5,1,16,42
100382,"pseudo1",2745050,6304350,0,NA,2,0,260,165,1447,125,30,1439,7,14,1,-98,32
100383,"pseudo1",2213450,5501750,0,NA,2,0,639,119,1293,76,29,1013,16,-7,1,-62,33
100384,"pseudo1",2162850,5514250,0,NA,2,41,467,175,1343,89,28,995,18,-48,1,-106,42
100385,"pseudo1",2211550,5638450,0,NA,2,0,1310,136,1360,52,71,2328,28,-18,1,75,23
100386,"pseudo1",2241050,5420250,0,NA,2,4,230,180,1209,91,38,1116,21,17,1,162,28
100387,"pseudo1",2329450,5608150,0,NA,2,0,825,104,1288,74,25,947,19,32,1,-41,29
100388,"pseudo1",2700450,6211750,0,NA,2,0,407,151,1414,112,40,1742,7,0,1,-84,33
100389,"pseudo1",2375150,5784250,0,NA,1,0,606,182,1375,91,49,2171,2,-2,1,-97,42
100390,"pseudo1",2723950,6131950,0,NA,2,42,259,172,1430,117,24,1099,4,-19,1,14,34
100391,"pseudo1",2484950,5920650,0,NA,2,0,668,221,1424,88,44,1717,20,-11,1,-186,28
100392,"pseudo1",2108350,5597150,0,NA,2,0,364,172,1250,90,149,5472,24,35,1,52,12
100393,"pseudo1",2303150,5519050,0,NA,2,91,475,195,1277,83,18,670,6,6,1,15,36
100394,"pseudo1",2565350,6645450,0,NA,2,47,42,178,1490,151,26,1486,7,72,1,13,37
100395,"pseudo1",2887350,6347450,0,NA,1,22,6,182,1493,140,25,1391,0,27,1,-93,38
100396,"pseudo1",2416850,5945250,0,NA,2,0,803,161,1341,81,144,5440,5,52,1,-4,7
100397,"pseudo1",2623150,6554250,0,NA,2,65,27,202,1509,149,22,1231,5,25,1,123,36
100398,"pseudo1",2971450,6368350,0,NA,2,0,427,225,1507,125,61,3326,21,29,1,101,41
100399,"pseudo1",2706850,6160050,0,NA,2,27,317,115,1438,115,27,1232,15,-18,1,-55,37
100400,"pseudo1",2732550,6285950,0,NA,2,0,645,196,1427,105,37,1651,9,18,1,98,25
100401,"pseudo1",2746750,6486650,0,NA,2,9,49,188,1523,145,34,1906,8,15,1,-4,43
100402,"pseudo1",2446750,5884950,0,NA,2,0,386,183,1374,100,55,2055,2,11,1,-200,33
100403,"pseudo1",2045950,5547450,0,NA,2,0,928,232,1193,58,198,5770,38,45,1,253,0
100404,"pseudo1",2090450,5446150,0,NA,2,0,198,188,1245,91,43,1284,8,-20,1,62,31
100405,"pseudo1",2684950,6408450,0,NA,2,26,101,176,1472,138,28,1464,7,15,1,37,33
100406,"pseudo1",2722050,6022850,0,NA,1,0,137,173,1419,120,42,1732,2,-29,1,-46,39
100407,"pseudo1",2795650,6316750,0,NA,2,18,357,184,1484,119,27,1342,1,14,1,-156,35
100408,"pseudo1",2193150,5419150,0,NA,2,9,59,188,1226,99,33,1049,4,-2,1,59,31
100409,"pseudo1",2131250,5496050,0,NA,2,8,380,179,1298,89,30,1033,0,-33,1,-26,36
100410,"pseudo1",2742450,6018150,0,NA,2,166,124,202,1411,122,25,960,7,-22,1,-47,39
100411,"pseudo1",2077650,5561150,0,NA,2,0,920,185,1218,60,166,5002,32,33,1,202,2
100412,"pseudo1",2286950,5491450,0,NA,2,63,442,155,1255,83,20,713,7,14,1,75,36
100413,"pseudo1",2334950,5576350,0,NA,2,152,108,172,1289,104,13,574,2,17,1,-151,40
100414,"pseudo1",2131850,5484750,0,NA,1,31,295,178,1290,92,27,950,0,-31,1,-27,38
100415,"pseudo1",2500050,5708950,0,NA,2,19,440,85,1382,103,36,1363,23,-34,1,178,41
100416,"pseudo1",2120750,5587250,0,NA,2,0,405,223,1309,89,101,3843,23,-14,1,33,26
100417,"pseudo1",2844550,6136450,0,NA,2,8,405,143,1435,114,42,1894,10,7,1,55,40
100418,"pseudo1",2722050,6100550,0,NA,2,120,38,179,1431,128,19,872,0,-21,1,10,36
100419,"pseudo1",2448350,5861250,0,NA,2,0,1546,170,1358,43,100,3186,25,24,1,48,14
100420,"pseudo1",2342850,5650450,0,NA,1,77,224,178,1312,101,16,717,0,25,1,-210,40
100421,"pseudo1",2399750,5827050,0,NA,1,0,262,164,1309,105,109,4172,5,47,1,-71,29
100422,"pseudo1",2180750,5584550,0,NA,2,83,768,172,1408,77,26,930,24,-79,1,-112,37
100423,"pseudo1",2504250,5921450,0,NA,2,0,1128,250,1459,66,49,1903,33,-33,1,-119,27
100424,"pseudo1",2741650,6001350,0,NA,2,108,265,193,1407,114,31,1194,13,-21,1,-4,36
100425,"pseudo1",2069250,5578950,0,NA,2,0,579,166,1212,76,185,6071,14,46,1,167,2
100426,"pseudo1",2924650,6370750,0,NA,2,34,230,219,1489,132,24,1362,21,41,1,-10,33
100427,"pseudo1",2618650,6179950,0,NA,2,75,99,182,1460,128,25,1155,1,-25,1,110,33
100428,"pseudo1",2698950,6446250,0,NA,2,36,111,179,1488,139,28,1482,0,16,1,-12,36
100429,"pseudo1",2749150,6121150,0,NA,2,39,357,203,1393,112,26,1114,7,5,1,45,28
100430,"pseudo1",2459750,5931150,0,NA,2,0,232,191,1421,109,40,1618,12,-11,1,-153,35
100431,"pseudo1",2428250,5728550,0,NA,2,111,165,179,1408,110,19,836,0,-44,1,-163,46
100432,"pseudo1",2084650,5558950,0,NA,2,0,1313,113,1221,42,166,4546,31,31,1,258,0
100433,"pseudo1",2177050,5537650,0,NA,0,129,308,180,1382,98,21,783,0,-74,0,-179,46
100434,"pseudo1",2709950,6063650,0,NA,2,2,197,197,1409,116,32,1378,14,-6,1,64,31
100435,"pseudo1",2252050,5567650,0,NA,2,183,433,180,1363,88,13,561,5,-54,1,-346,45
100436,"pseudo1",2780450,6178450,0,NA,2,11,967,200,1435,83,30,1284,9,1,1,135,33
100437,"pseudo1",2677350,6159850,0,NA,2,5,401,187,1450,110,32,1455,8,-24,1,36,35
100438,"pseudo1",2640650,6211950,0,NA,2,0,164,174,1450,123,45,2039,4,-21,1,-57,31
100439,"pseudo1",2311150,5730150,0,NA,2,0,1913,235,1376,25,109,3828,34,1,1,243,22
100440,"pseudo1",2697050,6202750,0,NA,2,0,356,143,1419,114,35,1557,12,-3,1,-94,35
100441,"pseudo1",2204250,5666250,0,NA,2,0,1610,112,1284,37,175,5434,41,50,1,200,2
100442,"pseudo1",2335450,5689950,0,NA,2,1,454,177,1345,93,21,976,1,9,1,-268,43
100443,"pseudo1",2389850,5741050,0,NA,2,0,1070,177,1379,69,54,2190,28,-14,1,29,33
100444,"pseudo1",2432550,5883850,0,NA,2,0,1165,73,1320,62,98,2945,26,51,1,-28,9
100445,"pseudo1",2395450,5798050,0,NA,1,0,631,179,1370,89,49,2127,0,3,1,-76,40
100446,"pseudo1",2485650,5842650,0,NA,2,31,555,123,1435,93,29,1188,12,-46,1,-198,50
100447,"pseudo1",2574250,6680850,0,NA,2,21,37,187,1520,156,30,1743,6,58,1,41,38
100448,"pseudo1",2614250,6609950,0,NA,2,34,89,186,1480,148,27,1516,1,66,1,-5,39
100449,"pseudo1",2598050,5926050,0,NA,2,143,368,133,1492,112,19,971,16,-63,1,-4,59
100450,"pseudo1",2565450,5906150,0,NA,2,90,753,150,1488,90,21,1010,24,-65,1,-97,52
100451,"pseudo1",2488950,5905450,0,NA,2,0,1575,28,1433,43,68,2380,40,-17,1,28,19
100452,"pseudo1",2108050,5491650,0,NA,2,0,1090,221,1244,51,59,1591,30,-4,1,205,15
100453,"pseudo1",2484950,5965450,0,NA,2,13,277,175,1499,108,33,1497,4,-56,1,-182,41
100454,"pseudo1",2238450,5436250,0,NA,2,61,79,180,1223,99,28,873,1,12,1,9,33
100455,"pseudo1",2474850,5952850,0,NA,2,0,868,222,1453,78,53,2036,23,-25,1,-103,26
100456,"pseudo1",2257950,5537850,0,NA,2,50,982,206,1315,59,22,753,7,-23,1,-107,31
100457,"pseudo1",2184650,5540950,0,NA,2,0,1783,221,1323,20,63,1696,18,-20,1,255,15
100458,"pseudo1",2519950,5914350,0,NA,2,0,1724,121,1474,36,50,1897,18,-48,1,90,24
100459,"pseudo1",2305350,5766250,0,NA,2,0,1593,196,1233,41,282,7669,23,96,1,168,0
100460,"pseudo1",2627150,6629550,0,NA,2,23,154,191,1492,145,35,1941,8,62,1,-4,37
100461,"pseudo1",2621550,6637050,0,NA,2,23,214,215,1490,143,33,1831,11,66,1,55,35
100462,"pseudo1",2269750,5440250,0,NA,2,89,58,179,1218,99,21,702,3,20,1,19,35
100463,"pseudo1",2428050,5747350,0,NA,2,65,229,179,1395,108,21,949,0,-29,1,-162,46
100464,"pseudo1",2772250,6319550,0,NA,2,0,518,180,1468,112,36,1729,8,17,1,-4,28
100465,"pseudo1",2348450,5595050,0,NA,2,125,159,186,1281,103,15,641,6,32,1,-141,38
100466,"pseudo1",2324350,5490950,0,NA,2,29,184,142,1245,98,26,935,16,20,1,200,37
100467,"pseudo1",2387650,5872250,0,NA,0,0,52,179,1313,116,67,2477,0,49,0,-95,27
100468,"pseudo1",2681050,5990150,0,NA,2,0,452,113,1404,103,62,2309,18,-17,1,178,28
100469,"pseudo1",2943050,6323250,0,NA,2,0,809,230,1493,101,39,1974,17,22,1,149,39
100470,"pseudo1",2305250,5767150,0,NA,2,0,1270,195,1243,58,234,6880,36,86,1,83,0
100471,"pseudo1",2665350,6280350,0,NA,2,0,276,149,1430,124,46,2177,15,13,1,71,26
100472,"pseudo1",2340150,5630350,0,NA,2,0,730,207,1294,80,26,1004,20,35,1,-73,30
100473,"pseudo1",2780350,6155450,0,NA,2,0,1165,164,1421,71,44,1834,25,8,1,229,27
100474,"pseudo1",2371250,5882550,0,NA,2,0,33,186,1315,118,67,2662,2,49,1,23,26
100475,"pseudo1",2415350,5795350,0,NA,2,8,730,192,1382,85,29,1237,8,-5,1,-85,39
100476,"pseudo1",2106650,5594350,0,NA,2,0,1440,151,1210,38,226,6489,43,67,1,249,0
100477,"pseudo1",2719050,6400850,0,NA,2,88,37,182,1482,139,21,1120,1,12,1,-92,36
100478,"pseudo1",2476250,5834150,0,NA,2,24,577,183,1428,92,29,1191,12,-42,1,-187,48
100479,"pseudo1",2161250,5420550,0,NA,2,13,36,179,1239,100,32,1031,0,-15,1,19,32
100480,"pseudo1",2685450,6447450,0,NA,2,37,62,178,1492,142,24,1332,1,12,1,26,35
100481,"pseudo1",2265150,5749250,0,NA,2,0,320,185,1259,101,118,4211,2,71,1,0,15
100482,"pseudo1",2291550,5712550,0,NA,2,0,1850,248,1388,28,96,3430,32,-9,1,242,25
100483,"pseudo1",2703750,6297350,0,NA,2,0,332,176,1423,121,38,1731,5,20,1,-27,28
100484,"pseudo1",2238850,5571350,0,NA,2,173,432,166,1375,90,15,604,3,-62,1,-357,47
100485,"pseudo1",2803550,6100650,0,NA,2,72,221,221,1394,122,27,1185,14,16,1,42,35
100486,"pseudo1",2335550,5650950,0,NA,2,0,729,180,1307,82,25,1003,11,31,1,-124,32
100487,"pseudo1",2106150,5326950,0,NA,2,0,118,164,1168,91,64,1844,9,8,1,272,19
100488,"pseudo1",2778950,6338350,0,NA,2,0,580,182,1482,109,43,2095,0,21,1,36,28
100489,"pseudo1",2712850,6168850,0,NA,2,48,302,122,1432,117,24,1118,16,-14,1,-95,38
100490,"pseudo1",2974350,6344550,0,NA,2,0,321,162,1511,129,36,1998,7,15,1,40,50
100491,"pseudo1",2675050,6318450,0,NA,2,0,219,199,1436,128,46,2200,5,18,1,30,28
100492,"pseudo1",2282950,5488450,0,NA,2,39,455,156,1252,82,22,777,7,16,1,75,35
100493,"pseudo1",2935150,6333450,0,NA,2,0,727,95,1489,105,51,2568,22,28,1,118,35
100494,"pseudo1",2422550,5867350,0,NA,2,0,358,180,1324,101,67,2406,0,42,1,-170,25
100495,"pseudo1",2729950,6541950,0,NA,2,0,205,197,1543,145,37,2137,11,8,1,165,37
100496,"pseudo1",2688250,6160850,0,NA,2,29,160,147,1451,124,27,1272,20,-26,1,-78,41
100497,"pseudo1",2929050,6228750,0,NA,2,87,20,180,1460,143,29,1477,0,17,1,95,47
100498,"pseudo1",2928950,6354750,0,NA,2,0,940,86,1474,94,47,2335,25,48,1,191,20
100499,"pseudo1",2669450,6435150,0,NA,2,33,9,179,1482,145,26,1393,0,16,1,75,36
100500,"pseudo1",2143250,5414450,0,NA,1,10,7,180,1240,100,33,1053,0,-20,1,9,32
100501,"pseudo1",2585350,5940750,0,NA,2,200,248,171,1512,118,16,867,7,-75,1,-126,64
100502,"pseudo1",2752750,6321750,0,NA,2,0,422,181,1458,117,36,1710,5,15,1,-5,29
100503,"pseudo1",2083950,5452450,0,NA,2,4,120,180,1252,94,43,1303,0,-25,1,61,34
100504,"pseudo1",2669850,6216350,0,NA,2,0,307,108,1429,116,46,2045,14,-8,1,-95,31
100505,"pseudo1",2373350,5888850,0,NA,2,0,125,211,1315,113,69,2650,12,51,1,15,23
100506,"pseudo1",2460350,5757950,0,NA,2,153,107,179,1392,112,18,761,0,-29,1,-184,48
100507,"pseudo1",2047050,5479350,0,NA,2,0,1033,243,1187,50,153,3852,29,23,1,295,2
100508,"pseudo1",2452250,5769050,0,NA,2,82,175,178,1395,110,20,911,0,-26,1,-183,48
100509,"pseudo1",2302350,5534250,0,NA,2,38,592,164,1285,79,21,787,5,4,1,-23,34
100510,"pseudo1",2177950,5481250,0,NA,2,52,182,179,1288,100,24,864,0,-20,1,-90,41
100511,"pseudo1",2709950,6321150,0,NA,2,6,142,188,1437,130,30,1461,6,19,1,-110,32
100512,"pseudo1",2659150,6273350,0,NA,2,0,174,154,1436,130,41,1978,10,8,1,79,28
100513,"pseudo1",2978650,6366050,0,NA,2,0,220,219,1513,136,48,2699,13,23,1,57,47
100514,"pseudo1",2287650,5512150,0,NA,1,199,203,180,1282,95,11,459,0,0,1,-118,42
100515,"pseudo1",2969150,6375650,0,NA,2,0,441,99,1502,124,53,2926,21,36,1,121,37
100516,"pseudo1",2701650,6255450,0,NA,2,0,383,139,1404,117,37,1664,18,13,1,-75,29
100517,"pseudo1",2726350,6207850,0,NA,2,0,1369,211,1404,58,68,2536,13,13,1,203,16
100518,"pseudo1",2609250,6569050,0,NA,2,51,63,191,1498,147,23,1329,5,37,1,104,35
100519,"pseudo1",2881350,6322350,0,NA,2,0,481,213,1477,114,48,2384,26,29,1,-54,26
100520,"pseudo1",2579450,6211950,0,NA,2,16,78,181,1480,135,30,1442,1,-23,1,198,31
100521,"pseudo1",2136050,5513450,0,NA,2,0,680,173,1313,76,37,1256,23,-36,1,7,32
100522,"pseudo1",2883250,6251150,0,NA,2,14,279,188,1474,127,31,1617,8,3,1,-29,45
100523,"pseudo1",2626450,6589850,0,NA,2,23,167,168,1495,144,28,1619,9,48,1,105,35
100524,"pseudo1",2386250,5876350,0,NA,2,0,131,161,1313,112,76,2810,7,50,1,-84,25
100525,"pseudo1",2639150,6485250,0,NA,2,27,139,180,1518,138,29,1550,3,0,1,77,32
100526,"pseudo1",2401050,5888150,0,NA,1,0,146,178,1323,111,54,1930,0,44,1,-143,27
100527,"pseudo1",2217650,5463450,0,NA,1,57,120,179,1251,100,23,808,0,1,1,-60,37
100528,"pseudo1",2509250,5858150,0,NA,2,10,838,81,1446,81,33,1301,27,-49,1,-144,46
100529,"pseudo1",2151850,5567550,0,NA,2,0,890,240,1357,68,39,1310,36,-40,1,0,27
100530,"pseudo1",2398350,5822250,0,NA,2,0,1013,187,1299,70,151,5004,31,55,1,-20,13
100531,"pseudo1",2137750,5650750,0,NA,2,0,1003,177,1225,63,200,6483,21,80,1,181,0
100532,"pseudo1",2349950,5620350,0,NA,2,91,215,177,1291,102,16,690,3,33,1,-110,39
100533,"pseudo1",2834350,6201350,0,NA,2,41,193,177,1497,131,26,1441,9,-14,1,39,52
100534,"pseudo1",2586250,6218150,0,NA,1,0,177,179,1483,129,40,1950,0,-24,1,210,30
100535,"pseudo1",2567350,5973650,0,NA,2,0,333,91,1522,110,40,1795,25,-68,1,-113,42
